seed,window_index,group,start,true_class,predicted_class,rank,channel,topic,subsystem,abs_shap
0,6581,369,2016.0,External Position,External Position,9,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.23454731280833852
0,6581,369,2016.0,External Position,External Position,10,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.1866527982169094
0,6582,369,2024.0,External Position,External Position,1,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.615227533510603
0,6582,369,2024.0,External Position,External Position,2,vehicle_vision_position.y,vehicle_vision_position,External Position,0.5638791377130932
0,6582,369,2024.0,External Position,External Position,3,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.4392178848627383
0,6582,369,2024.0,External Position,External Position,4,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.4219319293835041
0,6582,369,2024.0,External Position,External Position,5,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.3458040938195291
0,6582,369,2024.0,External Position,External Position,6,vehicle_local_position.eph,vehicle_local_position,Global Position,0.3106198606594777
0,6582,369,2024.0,External Position,External Position,7,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.3082292861012733
0,6582,369,2024.0,External Position,External Position,8,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.2412206158394497
0,6582,369,2024.0,External Position,External Position,9,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.23031906953639517
0,6582,369,2024.0,External Position,External Position,10,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,0.1635103082867885
0,6583,369,2032.0,External Position,External Position,1,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.5788343170958491
0,6583,369,2032.0,External Position,External Position,2,vehicle_vision_position.y,vehicle_vision_position,External Position,0.5150487686775767
0,6583,369,2032.0,External Position,External Position,3,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.4616177930916009
0,6583,369,2032.0,External Position,External Position,4,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.44681313355853697
0,6583,369,2032.0,External Position,External Position,5,vehicle_local_position.eph,vehicle_local_position,Global Position,0.342314565981826
0,6583,369,2032.0,External Position,External Position,6,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.307899860349971
0,6583,369,2032.0,External Position,External Position,7,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.24961035481464586
0,6583,369,2032.0,External Position,External Position,8,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.22942859689819975
0,6583,369,2032.0,External Position,External Position,9,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.22616517264469355
0,6583,369,2032.0,External Position,External Position,10,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.1870681636031209
0,6584,369,2040.0,External Position,External Position,1,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.5893315504969602
0,6584,369,2040.0,External Position,External Position,2,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.4608852082048625
0,6584,369,2040.0,External Position,External Position,3,vehicle_vision_position.y,vehicle_vision_position,External Position,0.45676656383332487
0,6584,369,2040.0,External Position,External Position,4,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.4401332642357103
0,6584,369,2040.0,External Position,External Position,5,vehicle_local_position.eph,vehicle_local_position,Global Position,0.3401838197199901
0,6584,369,2040.0,External Position,External Position,6,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.30983900394883507
0,6584,369,2040.0,External Position,External Position,7,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.2511053667203911
0,6584,369,2040.0,External Position,External Position,8,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.22560418826527523
0,6584,369,2040.0,External Position,External Position,9,actuator_controls_0.control[0],actuator_controls_0,Mechanical/Electrical,0.22162674800541052
0,6584,369,2040.0,External Position,External Position,10,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.21781465839844505
0,6597,370,896.0,External Position,External Position,1,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.623732897008056
0,6597,370,896.0,External Position,External Position,2,vehicle_vision_position.y,vehicle_vision_position,External Position,0.503190411236733
0,6597,370,896.0,External Position,External Position,3,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.4452085512789841
0,6597,370,896.0,External Position,External Position,4,vehicle_local_position.eph,vehicle_local_position,Global Position,0.34961368626358175
0,6597,370,896.0,External Position,External Position,5,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.27697143448054645
0,6597,370,896.0,External Position,External Position,6,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.2681917348454647
0,6597,370,896.0,External Position,External Position,7,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,0.2598158538430657
0,6597,370,896.0,External Position,External Position,8,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.2568549575567045
0,6597,370,896.0,External Position,External Position,9,ekf2_innovations.vel_pos_innov[5],ekf2_innovations,Shared,0.2058777338422257
0,6597,370,896.0,External Position,External Position,10,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.2025475742684195
0,6598,370,904.0,External Position,External Position,1,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.7020148477278632
0,6598,370,904.0,External Position,External Position,2,vehicle_vision_position.y,vehicle_vision_position,External Position,0.5025681122706857
0,6598,370,904.0,External Position,External Position,3,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.4550600914700265
0,6598,370,904.0,External Position,External Position,4,vehicle_local_position.eph,vehicle_local_position,Global Position,0.34855673252567543
0,6598,370,904.0,External Position,External Position,5,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.29531546627856403
0,6598,370,904.0,External Position,External Position,6,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.2640926776738337
0,6598,370,904.0,External Position,External Position,7,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,0.2546377790071856
0,6598,370,904.0,External Position,External Position,8,ekf2_innovations.vel_pos_innov[5],ekf2_innovations,Shared,0.2081629569793998
0,6598,370,904.0,External Position,External Position,9,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.20150345931454344
0,6598,370,904.0,External Position,External Position,10,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.17543266493452664
0,6618,371,472.0,External Position,External Position,1,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.605022858812911
0,6618,371,472.0,External Position,External Position,2,ekf2_innovations.vel_pos_innov[5],ekf2_innovations,Shared,0.4680481090536248
0,6618,371,472.0,External Position,External Position,3,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.4521625535079775
0,6618,371,472.0,External Position,External Position,4,vehicle_local_position.eph,vehicle_local_position,Global Position,0.3547089611696832
0,6618,371,472.0,External Position,External Position,5,vehicle_vision_position.y,vehicle_vision_position,External Position,0.31611581374909176
0,6618,371,472.0,External Position,External Position,6,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.3081128904994328
0,6618,371,472.0,External Position,External Position,7,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.26304363470056985
0,6618,371,472.0,External Position,External Position,8,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.20299794005053096
0,6618,371,472.0,External Position,External Position,9,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.19965306534690355
0,6618,371,472.0,External Position,External Position,10,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.1915604457886778
0,6679,373,1688.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.1936355423925686
0,6679,373,1688.0,External Position,External Position,2,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.658592308882397
0,6679,373,1688.0,External Position,External Position,3,vehicle_local_position.z,vehicle_local_position,Altitude,0.5030807243532707
0,6679,373,1688.0,External Position,External Position,4,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.31849902136363434
0,6679,373,1688.0,External Position,External Position,5,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.2546568791972675
0,6679,373,1688.0,External Position,External Position,6,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.2280316985986048
0,6679,373,1688.0,External Position,External Position,7,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.2256881591010096
0,6679,373,1688.0,External Position,External Position,8,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,0.22419451753625289
0,6679,373,1688.0,External Position,External Position,9,estimator_status.pos_test_ratio,estimator_status,Global Position,0.2121055314543058
0,6679,373,1688.0,External Position,External Position,10,vehicle_vision_position.y,vehicle_vision_position,External Position,0.199116249477271
0,6680,373,1696.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.1923740365167872
0,6680,373,1696.0,External Position,External Position,2,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.6817099538318409
0,6680,373,1696.0,External Position,External Position,3,vehicle_local_position.z,vehicle_local_position,Altitude,0.5185448465500092
0,6680,373,1696.0,External Position,External Position,4,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.3198201166464351
0,6680,373,1696.0,External Position,External Position,5,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.2534013419824996
0,6680,373,1696.0,External Position,External Position,6,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.2254535934340741
0,6680,373,1696.0,External Position,External Position,7,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,0.22123754112299165
0,6680,373,1696.0,External Position,External Position,8,estimator_status.pos_test_ratio,estimator_status,Global Position,0.2128541531402438
0,6680,373,1696.0,External Position,External Position,9,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.2125921276824788
0,6680,373,1696.0,External Position,External Position,10,vehicle_vision_position.y,vehicle_vision_position,External Position,0.19941732295455142
0,6681,373,1704.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.2043968307262964
0,6681,373,1704.0,External Position,External Position,2,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.6547882782013646
0,6681,373,1704.0,External Position,External Position,3,vehicle_local_position.z,vehicle_local_position,Altitude,0.5116883106572164
0,6681,373,1704.0,External Position,External Position,4,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.3044632144941298
0,6681,373,1704.0,External Position,External Position,5,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.25205824854449776
0,6681,373,1704.0,External Position,External Position,6,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.2263587198086627
0,6681,373,1704.0,External Position,External Position,7,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,0.22009528630285563
0,6681,373,1704.0,External Position,External Position,8,estimator_status.pos_test_ratio,estimator_status,Global Position,0.219755593291071
0,6681,373,1704.0,External Position,External Position,9,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.2114055288188053
0,6681,373,1704.0,External Position,External Position,10,vehicle_vision_position.y,vehicle_vision_position,External Position,0.20551823189447171
0,6682,373,1712.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.2966085442178745
0,6682,373,1712.0,External Position,External Position,2,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.6496752304308425
0,6682,373,1712.0,External Position,External Position,3,vehicle_local_position.z,vehicle_local_position,Altitude,0.4677457220835076
0,6682,373,1712.0,External Position,External Position,4,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.31819810336620524
0,6682,373,1712.0,External Position,External Position,5,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,0.3049858581970829
0,6682,373,1712.0,External Position,External Position,6,estimator_status.pos_test_ratio,estimator_status,Global Position,0.2526464949127468
0,6682,373,1712.0,External Position,External Position,7,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.23933723642431448
0,6682,373,1712.0,External Position,External Position,8,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.22976204566135747
0,6682,373,1712.0,External Position,External Position,9,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.21076320586091446
0,6682,373,1712.0,External Position,External Position,10,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.16266749965931607
0,6683,373,1720.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.3023633621648893
0,6683,373,1720.0,External Position,External Position,2,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.6359645501857347
0,6683,373,1720.0,External Position,External Position,3,vehicle_local_position.z,vehicle_local_position,Altitude,0.38331828660545053
0,6683,373,1720.0,External Position,External Position,4,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.33188838598431714
0,6683,373,1720.0,External Position,External Position,5,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,0.3068495993108895
0,6683,373,1720.0,External Position,External Position,6,estimator_status.pos_test_ratio,estimator_status,Global Position,0.24949668856817317
0,6683,373,1720.0,External Position,External Position,7,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.23122159220452415
0,6683,373,1720.0,External Position,External Position,8,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.21887837900712004
0,6683,373,1720.0,External Position,External Position,9,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.20163895179837887
0,6683,373,1720.0,External Position,External Position,10,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.17820044121070808
0,6684,373,1728.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.2702745195194316
0,6684,373,1728.0,External Position,External Position,2,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.5679625499956695
0,6684,373,1728.0,External Position,External Position,3,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.5065969784544071
0,6684,373,1728.0,External Position,External Position,4,vehicle_local_position.z,vehicle_local_position,Altitude,0.41034389004828714
0,6684,373,1728.0,External Position,External Position,5,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,0.2995963165591229
0,6684,373,1728.0,External Position,External Position,6,estimator_status.pos_test_ratio,estimator_status,Global Position,0.23388877322639856
0,6684,373,1728.0,External Position,External Position,7,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.22900924094332306
0,6684,373,1728.0,External Position,External Position,8,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.21651669812478908
0,6684,373,1728.0,External Position,External Position,9,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.19767820315619072
0,6684,373,1728.0,External Position,External Position,10,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.1902585583536245
0,6685,373,1736.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.3327413831301373
0,6685,373,1736.0,External Position,External Position,2,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.5592068485242501
0,6685,373,1736.0,External Position,External Position,3,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.5318883541165793
0,6685,373,1736.0,External Position,External Position,4,vehicle_local_position.z,vehicle_local_position,Altitude,0.4096644056477114
0,6685,373,1736.0,External Position,External Position,5,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.24419260512810673
0,6685,373,1736.0,External Position,External Position,6,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.23265520185800048
0,6685,373,1736.0,External Position,External Position,7,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.19452051176510815
0,6685,373,1736.0,External Position,External Position,8,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.17949242382651193
0,6685,373,1736.0,External Position,External Position,9,estimator_status.pos_test_ratio,estimator_status,Global Position,0.17598950921645537
0,6685,373,1736.0,External Position,External Position,10,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,0.1670818279560909
0,6686,373,1744.0,External Position,External Position,1,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.6896826101072254
0,6686,373,1744.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.6452766462209822
0,6686,373,1744.0,External Position,External Position,3,vehicle_local_position.z,vehicle_local_position,Altitude,0.4207899156596497
0,6686,373,1744.0,External Position,External Position,4,estimator_status.pos_test_ratio,estimator_status,Global Position,0.3692119889975318
0,6686,373,1744.0,External Position,External Position,5,vehicle_local_position.eph,vehicle_local_position,Global Position,0.33942733682806747
0,6686,373,1744.0,External Position,External Position,6,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.3285284438510972
0,6686,373,1744.0,External Position,External Position,7,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.3088008907323692
0,6686,373,1744.0,External Position,External Position,8,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.2573870165594695
0,6686,373,1744.0,External Position,External Position,9,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.21592186365813612
0,6686,373,1744.0,External Position,External Position,10,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.19731447845590613
0,6687,373,1752.0,External Position,External Position,1,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.7671272329851103
0,6687,373,1752.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.706261247930697
0,6687,373,1752.0,External Position,External Position,3,estimator_status.pos_test_ratio,estimator_status,Global Position,0.3587994303308847
0,6687,373,1752.0,External Position,External Position,4,vehicle_local_position.z,vehicle_local_position,Altitude,0.337438303281641
0,6687,373,1752.0,External Position,External Position,5,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.33324936832343904
0,6687,373,1752.0,External Position,External Position,6,vehicle_local_position.eph,vehicle_local_position,Global Position,0.32647739801291514
0,6687,373,1752.0,External Position,External Position,7,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.3012810653471143
0,6687,373,1752.0,External Position,External Position,8,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.2877394383174683
0,6687,373,1752.0,External Position,External Position,9,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.2041480312748965
0,6687,373,1752.0,External Position,External Position,10,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.20159520071954137
0,6717,375,984.0,Altitude,Altitude,1,estimator_status.mag_test_ratio,estimator_status,Shared,0.6807790406164428
0,6717,375,984.0,Altitude,Altitude,2,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.6090460657354109
0,6717,375,984.0,Altitude,Altitude,3,ekf2_innovations.vel_pos_innov[5],ekf2_innovations,Shared,0.5798391590192797
0,6717,375,984.0,Altitude,Altitude,4,estimator_status.hgt_test_ratio,estimator_status,Altitude,0.5233834576652459
0,6717,375,984.0,Altitude,Altitude,5,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.4659004377708753
0,6717,375,984.0,Altitude,Altitude,6,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.42446397235149547
0,6717,375,984.0,Altitude,Altitude,7,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint,Mechanical/Electrical,0.41665145504882584
0,6717,375,984.0,Altitude,Altitude,8,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.37836951921139245
0,6717,375,984.0,Altitude,Altitude,9,vehicle_local_position.eph,vehicle_local_position,Global Position,0.3643574927549476
0,6717,375,984.0,Altitude,Altitude,10,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,0.2839579907618679
0,6718,375,992.0,Altitude,Altitude,1,estimator_status.mag_test_ratio,estimator_status,Shared,0.6856792292621509
0,6718,375,992.0,Altitude,Altitude,2,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.6062945129950155
0,6718,375,992.0,Altitude,Altitude,3,ekf2_innovations.vel_pos_innov[5],ekf2_innovations,Shared,0.5554507598355821
0,6718,375,992.0,Altitude,Altitude,4,estimator_status.hgt_test_ratio,estimator_status,Altitude,0.49422563302167366
0,6718,375,992.0,Altitude,Altitude,5,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.431981998814311
0,6718,375,992.0,Altitude,Altitude,6,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint,Mechanical/Electrical,0.42315491171987607
0,6718,375,992.0,Altitude,Altitude,7,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.413177326409113
0,6718,375,992.0,Altitude,Altitude,8,vehicle_local_position.eph,vehicle_local_position,Global Position,0.40289936002064414
0,6718,375,992.0,Altitude,Altitude,9,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.39081197681423246
0,6718,375,992.0,Altitude,Altitude,10,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.2760265089345583
0,6719,375,1000.0,Altitude,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.089542701434896
0,6719,375,1000.0,Altitude,External Position,2,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.7191399577113742
0,6719,375,1000.0,Altitude,External Position,3,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.4664574341642744
0,6719,375,1000.0,Altitude,External Position,4,vehicle_vision_position.y,vehicle_vision_position,External Position,0.4273065468492542
0,6719,375,1000.0,Altitude,External Position,5,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.3947228243906038
0,6719,375,1000.0,Altitude,External Position,6,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.2114769694420695
0,6719,375,1000.0,Altitude,External Position,7,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.20424231285663522
0,6719,375,1000.0,Altitude,External Position,8,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.18304048068819725
0,6719,375,1000.0,Altitude,External Position,9,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.16879028037456772
0,6719,375,1000.0,Altitude,External Position,10,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.13661298914282793
0,6720,375,1008.0,Altitude,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.0423052885730195
0,6720,375,1008.0,Altitude,External Position,2,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.6297359515672653
0,6720,375,1008.0,Altitude,External Position,3,vehicle_vision_position.y,vehicle_vision_position,External Position,0.4399764707818028
0,6720,375,1008.0,Altitude,External Position,4,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.4218151588239477
0,6720,375,1008.0,Altitude,External Position,5,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.38574713630114454
0,6720,375,1008.0,Altitude,External Position,6,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.19320416519038106
0,6720,375,1008.0,Altitude,External Position,7,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.19298284525343382
0,6720,375,1008.0,Altitude,External Position,8,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.1873939422418296
0,6720,375,1008.0,Altitude,External Position,9,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.13704593307276333
0,6720,375,1008.0,Altitude,External Position,10,actuator_outputs.output[0],actuator_outputs,Mechanical/Electrical,0.13427221106143053
0,6721,375,1016.0,Altitude,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.003783635929778
0,6721,375,1016.0,Altitude,External Position,2,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.6717018811677784
0,6721,375,1016.0,Altitude,External Position,3,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.43992223659213153
0,6721,375,1016.0,Altitude,External Position,4,vehicle_vision_position.y,vehicle_vision_position,External Position,0.4128666970580072
0,6721,375,1016.0,Altitude,External Position,5,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.36062554480293574
0,6721,375,1016.0,Altitude,External Position,6,actuator_outputs.output[0],actuator_outputs,Mechanical/Electrical,0.22627573987047833
0,6721,375,1016.0,Altitude,External Position,7,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.1865375180789182
0,6721,375,1016.0,Altitude,External Position,8,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.18013424698101907
0,6721,375,1016.0,Altitude,External Position,9,actuator_outputs.output[7],actuator_outputs,Mechanical/Electrical,0.13235520155223018
0,6721,375,1016.0,Altitude,External Position,10,vehicle_local_position.z,vehicle_local_position,Altitude,0.12997917312503454
0,6722,375,1024.0,Altitude,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.0023700924952303
0,6722,375,1024.0,Altitude,External Position,2,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.6623762741603656
0,6722,375,1024.0,Altitude,External Position,3,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.46377505968577165
0,6722,375,1024.0,Altitude,External Position,4,vehicle_vision_position.y,vehicle_vision_position,External Position,0.4248564181342565
0,6722,375,1024.0,Altitude,External Position,5,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.35518529542063826
0,6722,375,1024.0,Altitude,External Position,6,actuator_outputs.output[0],actuator_outputs,Mechanical/Electrical,0.2084071168764205
0,6722,375,1024.0,Altitude,External Position,7,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.1874045430073361
0,6722,375,1024.0,Altitude,External Position,8,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.17420256794829236
0,6722,375,1024.0,Altitude,External Position,9,vehicle_attitude.q[2],vehicle_attitude,Mechanical/Electrical,0.14735746228005317
0,6722,375,1024.0,Altitude,External Position,10,actuator_outputs.output[7],actuator_outputs,Mechanical/Electrical,0.13909366763333064
0,6723,375,1032.0,Altitude,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,0.9477206362723799
0,6723,375,1032.0,Altitude,External Position,2,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.6471738271256793
0,6723,375,1032.0,Altitude,External Position,3,vehicle_vision_position.y,vehicle_vision_position,External Position,0.4220441828621007
0,6723,375,1032.0,Altitude,External Position,4,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.40657917903236973
0,6723,375,1032.0,Altitude,External Position,5,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.3605710965618684
0,6723,375,1032.0,Altitude,External Position,6,actuator_outputs.output[0],actuator_outputs,Mechanical/Electrical,0.19733495607435203
0,6723,375,1032.0,Altitude,External Position,7,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.1848607052623551
0,6723,375,1032.0,Altitude,External Position,8,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.17285173408557217
0,6723,375,1032.0,Altitude,External Position,9,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.15800230183410738
0,6723,375,1032.0,Altitude,External Position,10,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.1563524034616222
0,6724,375,1040.0,Altitude,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,0.9541452885854345
0,6724,375,1040.0,Altitude,External Position,2,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.6487685443454555
0,6724,375,1040.0,Altitude,External Position,3,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.4249056176559987
0,6724,375,1040.0,Altitude,External Position,4,vehicle_vision_position.y,vehicle_vision_position,External Position,0.4158127996716677
0,6724,375,1040.0,Altitude,External Position,5,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.3524903685061211
