log_key,relative_path,status,size_bytes,start_timestamp_us,end_timestamp_us,duration_s,aligned_rows,topic_count,numeric_channel_count,annotation_classes,anomaly_interval_count,parse_error
2018-09-19/09_05_21,ulg_files/2018-09-19/09_05_21.ulg,usable,9189367,247369463,321985818,74.616355,747,22,94,External Position,1,
2018-09-19/15_30_55,ulg_files/2018-09-19/15_30_55.ulg,usable,14176814,792105499,903931923,111.826424,1119,22,93,Normal,0,
2018-09-19/15_36_37,ulg_files/2018-09-19/15_36_37.ulg,usable,22814878,183071931,362867247,179.795316,1798,22,94,Normal,0,
2018-09-19/15_48_59,ulg_files/2018-09-19/15_48_59.ulg,usable,18692636,62409690,214685628,152.275938,1523,22,94,Normal,0,
2018-09-19/15_58_27,ulg_files/2018-09-19/15_58_27.ulg,usable,25546655,215993454,421706298,205.712844,2058,22,94,Altitude,1,
2018-09-19/16_08_00,ulg_files/2018-09-19/16_08_00.ulg,usable,20944787,246449513,415587644,169.138131,1692,22,94,Normal,0,
2018-09-19/16_16_36,ulg_files/2018-09-19/16_16_36.ulg,usable,23635767,89860606,277807906,187.9473,1880,22,94,Normal,0,
2018-09-19/16_22_54,ulg_files/2018-09-19/16_22_54.ulg,usable,24285128,44537856,237571048,193.033192,1931,22,94,Normal,0,
2018-09-19/16_29_03,ulg_files/2018-09-19/16_29_03.ulg,usable,23220569,69227889,252198856,182.970967,1830,22,94,Normal,0,
2018-09-21/07_57_12,ulg_files/2018-09-21/07_57_12.ulg,usable,1403079,210345310,221240482,10.895172,109,22,86,Uncategorized,0,
2018-09-21/07_57_25,ulg_files/2018-09-21/07_57_25.ulg,usable,19575276,223520883,381502854,157.981971,1580,22,93,Normal,0,
2018-09-21/08_04_59,ulg_files/2018-09-21/08_04_59.ulg,usable,43308616,191089397,651981744,460.892347,4609,22,95,Normal,0,
2018-09-21/08_16_20,ulg_files/2018-09-21/08_16_20.ulg,usable,22605796,114781451,302016982,187.235531,1873,22,93,Normal,0,
2018-09-21/19_14_06,ulg_files/2018-09-21/19_14_06.ulg,usable,14030192,695873184,806646518,110.773334,1108,22,93,Normal,0,
2018-09-21/19_19_30,ulg_files/2018-09-21/19_19_30.ulg,usable,1424476,45567683,56577281,11.009598,111,22,76,Uncategorized,0,
2018-09-21/19_19_57,ulg_files/2018-09-21/19_19_57.ulg,usable,14206903,72757746,184606284,111.848538,1119,22,94,Normal,0,
2018-09-21/19_33_07,ulg_files/2018-09-21/19_33_07.ulg,usable,4295472,570221589,604385226,34.163637,342,22,94,Uncategorized,0,
2018-09-21/19_36_27,ulg_files/2018-09-21/19_36_27.ulg,usable,45817783,99355852,462618926,363.263074,3633,22,96,Altitude,1,
2018-09-21/20_05_46,ulg_files/2018-09-21/20_05_46.ulg,usable,1430049,134900649,145918454,11.017805,111,22,76,Uncategorized,0,
2018-09-21/20_06_05,ulg_files/2018-09-21/20_06_05.ulg,usable,3305157,153648782,181355482,27.7067,278,22,93,External Position,1,
2018-09-21/20_07_57,ulg_files/2018-09-21/20_07_57.ulg,usable,12715994,265401954,368260801,102.858847,1029,22,94,Normal,0,
2018-09-21/20_17_16,ulg_files/2018-09-21/20_17_16.ulg,usable,8849912,258547504,328769723,70.222219,703,22,94,Normal,0,
2018-09-21/20_24_01,ulg_files/2018-09-21/20_24_01.ulg,usable,47366060,122514290,502445643,379.931353,3800,22,94,Normal,0,
2018-09-21/20_35_04,ulg_files/2018-09-21/20_35_04.ulg,usable,9556294,139762556,216787244,77.024688,771,22,94,Normal,0,
2018-09-21/20_40_36,ulg_files/2018-09-21/20_40_36.ulg,usable,6660755,56999267,109029496,52.030229,521,22,94,Normal,0,
2018-09-25/07_29_31,ulg_files/2018-09-25/07_29_31.ulg,usable,14723041,180547298,297876660,117.329362,1174,22,93,Normal,0,
2018-09-25/07_34_04,ulg_files/2018-09-25/07_34_04.ulg,usable,18120598,45901463,194286032,148.384569,1484,22,94,Altitude,1,
2018-09-25/07_39_04,ulg_files/2018-09-25/07_39_04.ulg,usable,11365714,78989404,172888584,93.89918,939,22,94,Normal,0,
2018-09-25/07_42_48,ulg_files/2018-09-25/07_42_48.ulg,usable,4718226,46164476,83210558,37.046082,371,22,93,Normal,0,
2018-09-25/07_44_21,ulg_files/2018-09-25/07_44_21.ulg,usable,9560897,37800539,112889901,75.089362,751,22,94,External Position,1,
2018-09-25/07_50_00,ulg_files/2018-09-25/07_50_00.ulg,usable,4252462,179417193,215424220,36.007027,361,22,94,External Position,1,
2018-09-25/07_52_26,ulg_files/2018-09-25/07_52_26.ulg,usable,19163166,50050401,203036389,152.985988,1530,22,94,Altitude,1,
2018-09-25/07_57_05,ulg_files/2018-09-25/07_57_05.ulg,usable,15645833,95614125,220164879,124.550754,1246,22,94,Normal,0,
2018-09-25/08_03_16,ulg_files/2018-09-25/08_03_16.ulg,usable,32876968,186756545,446585629,259.829084,2599,22,94,Normal,0,
2018-09-25/08_11_51,ulg_files/2018-09-25/08_11_51.ulg,usable,19213080,149330527,302926505,153.595978,1536,22,94,Normal,0,
2018-09-25/08_19_32,ulg_files/2018-09-25/08_19_32.ulg,usable,20398685,125577059,290040574,164.463515,1645,22,94,Normal,0,
2018-09-25/08_26_41,ulg_files/2018-09-25/08_26_41.ulg,usable,24480236,146487295,341393765,194.90647,1950,22,94,Normal,0,
2018-09-27/07_23_56,ulg_files/2018-09-27/07_23_56.ulg,usable,15267769,454388622,573730195,119.341573,1194,22,94,Normal,0,
2018-09-27/08_01_35,ulg_files/2018-09-27/08_01_35.ulg,usable,30282207,98599158,351530850,252.931692,2530,22,94,Normal,0,
2018-09-27/08_08_56,ulg_files/2018-09-27/08_08_56.ulg,usable,16192235,100570028,228604477,128.034449,1281,22,96,External Position,1,
2018-09-27/08_11_29,ulg_files/2018-09-27/08_11_29.ulg,usable,3860874,3634857,38951502,35.316645,354,22,82,Uncategorized,0,
2018-09-27/08_12_10,ulg_files/2018-09-27/08_12_10.ulg,usable,23548250,44081972,239897057,195.815085,1959,22,92,Altitude,2,
2018-09-27/08_20_24,ulg_files/2018-09-27/08_20_24.ulg,usable,17445287,166267839,303771911,137.504072,1376,22,94,Altitude,1,
2018-09-27/08_27_10,ulg_files/2018-09-27/08_27_10.ulg,usable,23491329,204817781,391829966,187.012185,1871,22,94,Altitude,2,
2018-09-27/08_32_37,ulg_files/2018-09-27/08_32_37.ulg,usable,16900266,59186793,195243833,136.05704,1361,22,94,Altitude,1,
2018-09-27/08_37_20,ulg_files/2018-09-27/08_37_20.ulg,usable,28985121,112968006,345043611,232.075605,2321,22,94,Altitude,2,
2018-10-01/07_36_14,ulg_files/2018-10-01/07_36_14.ulg,usable,15951474,106464813,234624917,128.160104,1282,22,94,Normal,0,
2018-10-01/07_43_29,ulg_files/2018-10-01/07_43_29.ulg,usable,38418294,53826110,360854790,307.02868,3071,22,93,Normal,0,
2018-10-01/07_50_55,ulg_files/2018-10-01/07_50_55.ulg,usable,20329026,51385712,211882547,160.496835,1605,22,95,Normal,0,
2018-10-01/07_55_01,ulg_files/2018-10-01/07_55_01.ulg,usable,9660174,37865658,113602003,75.736345,758,22,93,Altitude,2,
2018-10-01/07_59_19,ulg_files/2018-10-01/07_59_19.ulg,usable,14311661,35347110,149351813,114.004703,1141,22,93,Normal,0,
2018-10-01/08_05_14,ulg_files/2018-10-01/08_05_14.ulg,usable,12457873,58957890,157040670,98.08278,981,22,93,Altitude,3,
2018-10-01/08_08_19,ulg_files/2018-10-01/08_08_19.ulg,usable,5243757,40419560,81554845,41.135285,412,22,93,Altitude,2,
2018-10-01/08_10_03,ulg_files/2018-10-01/08_10_03.ulg,usable,14813229,30736946,147775423,117.038477,1171,22,93,External Position,1,
2018-10-01/08_14_21,ulg_files/2018-10-01/08_14_21.ulg,usable,5151568,66168377,106439551,40.271174,403,22,94,Normal,0,
2018-10-01/08_15_13,ulg_files/2018-10-01/08_15_13.ulg,usable,3371030,117969178,144299631,26.330453,264,22,94,Normal,0,
2018-10-01/08_20_48,ulg_files/2018-10-01/08_20_48.ulg,usable,13963210,269458250,381294774,111.836524,1119,22,95,Normal,0,
2018-10-01/08_26_38,ulg_files/2018-10-01/08_26_38.ulg,usable,7741371,57563927,119302593,61.738666,618,22,95,Normal,0,
2018-10-01/08_31_51,ulg_files/2018-10-01/08_31_51.ulg,usable,8059446,50751391,114290245,63.538854,636,22,93,Normal,0,
2018-10-01/08_41_21,ulg_files/2018-10-01/08_41_21.ulg,usable,16167909,71920140,198877482,126.957342,1270,22,93,Normal,0,
2018-10-01/08_46_57,ulg_files/2018-10-01/08_46_57.ulg,usable,8110732,27490220,95118906,67.628686,677,22,93,Normal,0,
2018-10-01/08_48_32,ulg_files/2018-10-01/08_48_32.ulg,usable,11758450,122439887,215722899,93.283012,933,22,94,Normal,0,
2018-10-01/08_53_13,ulg_files/2018-10-01/08_53_13.ulg,usable,8091051,52559267,116174361,63.615094,637,22,93,Normal,0,
2018-10-02/07_24_27,ulg_files/2018-10-02/07_24_27.ulg,usable,12097248,343939170,439630492,95.691322,957,22,93,Normal,0,
2018-10-02/07_28_05,ulg_files/2018-10-02/07_28_05.ulg,usable,18952141,31901520,181508814,149.607294,1497,22,93,Normal,0,
2018-10-02/07_32_32,ulg_files/2018-10-02/07_32_32.ulg,usable,17596523,28978069,168290728,139.312659,1394,22,93,Normal,0,
2018-10-02/07_37_01,ulg_files/2018-10-02/07_37_01.ulg,usable,11072849,32147456,121232921,89.085465,891,22,93,Normal,0,
2018-10-02/07_41_57,ulg_files/2018-10-02/07_41_57.ulg,usable,26105784,172431421,389807419,217.375998,2174,22,93,Normal,0,
2018-10-02/07_49_36,ulg_files/2018-10-02/07_49_36.ulg,usable,10778082,72313598,160889864,88.576266,886,22,95,Normal,0,
2018-10-02/07_53_56,ulg_files/2018-10-02/07_53_56.ulg,usable,7036617,72132655,129965708,57.833053,579,22,98,Normal,0,
2018-10-02/08_00_39,ulg_files/2018-10-02/08_00_39.ulg,usable,20853298,303504024,474514075,171.010051,1711,22,94,Normal,0,
2018-10-02/08_08_56,ulg_files/2018-10-02/08_08_56.ulg,usable,20098157,51614016,213709511,162.095495,1621,22,94,Normal,0,
2018-10-02/08_18_28,ulg_files/2018-10-02/08_18_28.ulg,usable,20056054,139412636,302262483,162.849847,1629,22,93,Normal,0,
2018-10-02/08_29_35,ulg_files/2018-10-02/08_29_35.ulg,usable,20815864,49157023,221011685,171.854662,1719,22,94,Normal,0,
2018-10-02/08_37_23,ulg_files/2018-10-02/08_37_23.ulg,usable,13017035,171656991,277437049,105.780058,1058,22,94,Normal,0,
2018-10-03/18_26_20,ulg_files/2018-10-03/18_26_20.ulg,usable,10155159,81934741,165917593,83.982852,840,22,95,Normal,0,
2018-10-03/18_31_32,ulg_files/2018-10-03/18_31_32.ulg,usable,22328852,108656592,288724749,180.068157,1801,22,95,Normal,0,
2018-10-03/18_43_39,ulg_files/2018-10-03/18_43_39.ulg,usable,25254207,88230105,295903576,207.673471,2077,22,96,Normal,0,
2018-10-03/18_49_12,ulg_files/2018-10-03/18_49_12.ulg,usable,21761954,54855906,228630836,173.77493,1738,22,95,Normal,0,
2018-10-03/18_53_54,ulg_files/2018-10-03/18_53_54.ulg,usable,19901120,47321940,211457781,164.135841,1642,22,95,Normal,0,
2018-10-04/07_01_22,ulg_files/2018-10-04/07_01_22.ulg,usable,3811541,165797183,249961177,84.163994,842,20,88,Global Position,3,
2018-10-04/07_01_29,ulg_files/2018-10-04/07_01_29.ulg,usable,19301929,238368094,395647673,157.279579,1573,22,93,Normal,0,
2018-10-04/07_08_03,ulg_files/2018-10-04/07_08_03.ulg,usable,20429111,39560605,204838715,165.27811,1653,22,94,Normal,0,
2018-10-04/07_10_48,ulg_files/2018-10-04/07_10_48.ulg,usable,1151647,45228089,70236490,25.008401,251,19,82,Uncategorized,0,
2018-10-04/07_12_22,ulg_files/2018-10-04/07_12_22.ulg,usable,1719027,191984721,205582445,13.597724,136,22,92,Uncategorized,0,
2018-10-04/07_12_27,ulg_files/2018-10-04/07_12_27.ulg,usable,1044193,75063238,97574640,22.511402,226,20,84,Uncategorized,0,
2018-10-04/07_12_50,ulg_files/2018-10-04/07_12_50.ulg,usable,25811144,220873669,431747263,210.873594,2109,22,94,Normal,0,
2018-10-04/07_13_35,ulg_files/2018-10-04/07_13_35.ulg,usable,1097789,143707235,167693527,23.986292,240,20,83,Uncategorized,0,
2018-10-04/07_14_07,ulg_files/2018-10-04/07_14_07.ulg,usable,19161471,42479103,201828563,159.34946,1594,22,95,Normal,0,
2018-10-04/07_14_51,ulg_files/2018-10-04/07_14_51.ulg,usable,8277441,50346496,237039011,186.692515,1867,20,94,Global Position,1,
2018-10-04/07_17_05,ulg_files/2018-10-04/07_17_05.ulg,usable,1478456,75201624,107349548,32.147924,322,20,85,Global Position,1,
2018-10-04/07_21_35,ulg_files/2018-10-04/07_21_35.ulg,usable,20193375,39600135,199804479,160.204344,1603,22,95,Normal,0,
2018-10-04/07_22_10,ulg_files/2018-10-04/07_22_10.ulg,usable,1791939,84689874,123841738,39.151864,392,20,85,Global Position,2,
2018-10-04/07_25_27,ulg_files/2018-10-04/07_25_27.ulg,usable,1351770,69960551,99500429,29.539878,296,20,84,Global Position|Mechanical,3,
2018-10-04/07_27_11,ulg_files/2018-10-04/07_27_11.ulg,usable,21568028,108982184,283951261,174.969077,1750,22,94,Normal,0,
2018-10-04/07_27_21,ulg_files/2018-10-04/07_27_21.ulg,usable,1394808,46626790,68501421,21.874631,219,22,95,Uncategorized,0,
2018-10-04/07_29_32,ulg_files/2018-10-04/07_29_32.ulg,usable,1390510,322536414,333534576,10.998162,110,22,75,Uncategorized,0,
2018-10-04/07_29_45,ulg_files/2018-10-04/07_29_45.ulg,usable,7191762,335061106,393673101,58.611995,587,22,99,External Position,1,
2018-10-04/07_30_31,ulg_files/2018-10-04/07_30_31.ulg,usable,11678205,65958866,319828861,253.869995,2539,20,88,Global Position,5,
2018-10-04/07_33_16,ulg_files/2018-10-04/07_33_16.ulg,usable,10815860,135282327,222580518,87.298191,873,22,94,Normal,0,
2018-10-04/07_38_25,ulg_files/2018-10-04/07_38_25.ulg,usable,8327601,111658776,294414469,182.755693,1828,20,88,Normal,0,
2018-10-04/07_38_32,ulg_files/2018-10-04/07_38_32.ulg,usable,18947236,62082560,216730753,154.648193,1547,22,95,Normal,0,
2018-10-04/07_43_05,ulg_files/2018-10-04/07_43_05.ulg,usable,24888782,70580347,273350832,202.770485,2028,22,95,Normal,0,
2018-10-04/07_51_56,ulg_files/2018-10-04/07_51_56.ulg,usable,5515784,60320813,105132907,44.812094,449,22,94,External Position,1,
2018-10-04/07_54_23,ulg_files/2018-10-04/07_54_23.ulg,usable,25503700,45613934,251654447,206.040513,2061,22,95,Normal,0,
2018-10-04/08_00_43,ulg_files/2018-10-04/08_00_43.ulg,usable,12982024,57584025,163404532,105.820507,1059,22,94,Normal,0,
2018-10-04/08_04_18,ulg_files/2018-10-04/08_04_18.ulg,usable,7470844,34187499,94945054,60.757555,608,22,94,Normal,0,
2018-10-27/15_43_20,ulg_files/2018-10-27/15_43_20.ulg,usable,2976559,130095994,153715170,23.619176,237,20,91,Uncategorized,0,
2018-10-27/15_43_51,ulg_files/2018-10-27/15_43_51.ulg,usable,9918288,160924002,240132685,79.208683,793,20,95,Normal,0,
2018-10-27/15_48_34,ulg_files/2018-10-27/15_48_34.ulg,usable,11296658,443815451,537982775,94.167324,942,20,90,Normal,0,
2018-10-27/15_51_46,ulg_files/2018-10-27/15_51_46.ulg,usable,3697752,635781067,666267163,30.486096,305,20,102,Normal,0,
2018-10-27/15_57_23,ulg_files/2018-10-27/15_57_23.ulg,usable,4173123,41427211,75603762,34.176551,342,20,99,Normal,0,
2018-10-27/16_00_09,ulg_files/2018-10-27/16_00_09.ulg,usable,4207773,207087849,241766573,34.678724,347,20,94,Normal,0,
2018-11-20/15_16_18,ulg_files/2018-11-20/15_16_18.ulg,usable,4414116,117559560,152605859,35.046299,351,20,91,Mechanical,2,
2018-11-20/15_17_09,ulg_files/2018-11-20/15_17_09.ulg,usable,10837399,168386245,254857492,86.471247,865,20,91,Normal,0,
2018-11-20/15_20_01,ulg_files/2018-11-20/15_20_01.ulg,usable,8585911,341262997,412957511,71.694514,717,20,92,Mechanical,1,
2018-11-20/15_21_47,ulg_files/2018-11-20/15_21_47.ulg,usable,9122478,446442190,519827724,73.385534,734,20,92,Mechanical,1,
2018-11-20/15_23_51,ulg_files/2018-11-20/15_23_51.ulg,usable,8501165,570594987,639983495,69.388508,694,20,90,Normal,0,
2018-11-20/15_25_52,ulg_files/2018-11-20/15_25_52.ulg,usable,7721570,692172715,754288866,62.116151,622,20,93,Mechanical,1,
2018-11-20/15_27_34,ulg_files/2018-11-20/15_27_34.ulg,usable,9013377,794318773,865860583,71.54181,716,20,90,Normal,0,
2018-11-20/15_29_13,ulg_files/2018-11-20/15_29_13.ulg,usable,14025070,893561150,1009056182,115.495032,1155,20,93,Mechanical,1,
2018-11-20/15_32_06,ulg_files/2018-11-20/15_32_06.ulg,usable,5810713,1066389488,1112989759,46.600271,467,20,94,Normal,0,
2018-11-20/15_33_12,ulg_files/2018-11-20/15_33_12.ulg,usable,12175474,1131813923,1229258562,97.444639,975,20,95,Normal,0,
2018-11-23/08_13_32,ulg_files/2018-11-23/08_13_32.ulg,too_long_or_corrupt,21480240,132413813,18445381306056508130,18445381305924.094,0,0,0,External Position,1,
2018-11-23/08_25_52,ulg_files/2018-11-23/08_25_52.ulg,too_long_or_corrupt,10791691,139988222,18446235886852533631,18446235886712.547,0,0,0,Uncategorized,0,
2018-11-23/08_30_27,ulg_files/2018-11-23/08_30_27.ulg,usable,1402421,114324863,125326520,11.001657,111,22,84,Uncategorized,0,
2018-11-23/08_30_39,ulg_files/2018-11-23/08_30_39.ulg,too_long_or_corrupt,23278698,126365411,18445693097737426943,18445693097611.062,0,0,0,Uncategorized,0,
2018-11-23/08_33_49,ulg_files/2018-11-23/08_33_49.ulg,usable,1490936,316432062,327972449,11.540387,116,22,92,Uncategorized,0,
2018-11-23/08_34_02,ulg_files/2018-11-23/08_34_02.ulg,usable,1459288,329595059,340596568,11.001509,111,22,81,Uncategorized,0,
2018-11-23/08_34_50,ulg_files/2018-11-23/08_34_50.ulg,usable,1436172,377271931,388341529,11.069598,111,22,90,Uncategorized,0,
2018-11-23/08_40_43,ulg_files/2018-11-23/08_40_43.ulg,too_long_or_corrupt,7721257,270894324,18446537877677935205,18446537877407.04,0,0,0,External Position,1,
2018-11-23/08_55_29,ulg_files/2018-11-23/08_55_29.ulg,usable,4578363,287897107,324238042,36.340935,364,22,99,External Position,1,
2018-11-27/07_32_30,ulg_files/2018-11-27/07_32_30.ulg,usable,6809484,140407983,195138061,54.730078,548,22,93,External Position,1,
2018-11-27/07_36_53,ulg_files/2018-11-27/07_36_53.ulg,usable,17719284,167653906,318817015,151.163109,1512,22,95,Normal,0,
2018-11-27/07_42_38,ulg_files/2018-11-27/07_42_38.ulg,usable,19340205,111757944,269396074,157.63813,1577,22,94,Normal,0,
2018-11-27/07_45_59,ulg_files/2018-11-27/07_45_59.ulg,usable,9934834,312190964,392429341,80.238377,803,22,92,Normal,0,
2018-11-27/07_52_27,ulg_files/2018-11-27/07_52_27.ulg,usable,19568543,256237485,416373113,160.135628,1602,22,94,Normal,0,
2018-11-27/07_59_06,ulg_files/2018-11-27/07_59_06.ulg,usable,43509694,88002885,441196139,353.193254,3532,22,94,Normal,0,
2018-11-27/08_11_22,ulg_files/2018-11-27/08_11_22.ulg,usable,24657850,249316613,442690830,193.374217,1934,22,94,Normal,0,
2018-11-27/08_27_47,ulg_files/2018-11-27/08_27_47.ulg,usable,21644869,731401979,911055197,179.653218,1797,22,94,Normal,0,
2018-11-27/08_49_45,ulg_files/2018-11-27/08_49_45.ulg,usable,18278369,1047235920,1195087514,147.851594,1479,22,94,Normal,0,
2018-11-27/08_56_16,ulg_files/2018-11-27/08_56_16.ulg,usable,21145581,105816922,276877780,171.060858,1711,22,94,Normal,0,
2018-11-28/07_33_39,ulg_files/2018-11-28/07_33_39.ulg,usable,11319800,571990242,666580101,94.589859,946,22,94,Normal,0,
2018-11-28/07_37_08,ulg_files/2018-11-28/07_37_08.ulg,usable,21475285,47874507,217222018,169.347511,1694,22,94,Normal,0,
2018-11-28/07_56_05,ulg_files/2018-11-28/07_56_05.ulg,usable,21435644,68356235,245518469,177.162234,1772,22,95,External Position,1,
2018-11-28/08_03_10,ulg_files/2018-11-28/08_03_10.ulg,usable,29183196,97622060,332873177,235.251117,2353,22,99,External Position,1,
2018-11-28/08_10_09,ulg_files/2018-11-28/08_10_09.ulg,usable,2805018,106065591,127835964,21.770373,218,22,93,Uncategorized,0,
2018-11-28/08_13_50,ulg_files/2018-11-28/08_13_50.ulg,usable,23160781,82815404,276506643,193.691239,1937,22,94,Normal,0,
2018-11-28/08_21_52,ulg_files/2018-11-28/08_21_52.ulg,usable,25742531,168582002,370056802,201.4748,2015,22,94,Normal,0,
2018-11-28/08_30_57,ulg_files/2018-11-28/08_30_57.ulg,usable,32063776,66160292,334159394,267.999102,2680,22,93,Normal,0,
2018-11-28/08_39_43,ulg_files/2018-11-28/08_39_43.ulg,usable,28779205,85888819,319180923,233.292104,2333,22,94,Normal,0,
2018-11-28/08_47_22,ulg_files/2018-11-28/08_47_22.ulg,usable,5203965,74630862,117130906,42.500044,426,22,94,Altitude,2,
2018-11-28/08_50_43,ulg_files/2018-11-28/08_50_43.ulg,usable,32761900,67564292,333451479,265.887187,2659,22,95,Normal,0,
2018-11-28/08_59_11,ulg_files/2018-11-28/08_59_11.ulg,usable,17905590,117206917,265718478,148.511561,1486,22,98,External Position,1,
2018-12-03/07_26_23,ulg_files/2018-12-03/07_26_23.ulg,usable,11827193,255933264,349235762,93.302498,934,22,92,Normal,0,
2018-12-03/07_31_50,ulg_files/2018-12-03/07_31_50.ulg,usable,22727618,212554402,396588945,184.034543,1841,22,95,Altitude,3,
2018-12-03/07_43_15,ulg_files/2018-12-03/07_43_15.ulg,usable,3671890,383682969,413958786,30.275817,303,22,94,Altitude,1,
2018-12-03/07_46_16,ulg_files/2018-12-03/07_46_16.ulg,usable,26349478,68899770,287245199,218.345429,2184,22,94,Normal,0,
2018-12-03/07_52_12,ulg_files/2018-12-03/07_52_12.ulg,usable,8597091,66136122,135735287,69.599165,696,22,94,Normal,0,
2018-12-03/08_17_36,ulg_files/2018-12-03/08_17_36.ulg,usable,11640782,52324481,144099604,91.775123,918,22,94,Normal,0,
2018-12-03/08_38_02,ulg_files/2018-12-03/08_38_02.ulg,usable,17475733,1115401446,1262134003,146.732557,1468,22,93,Normal,0,
2018-12-03/08_45_02,ulg_files/2018-12-03/08_45_02.ulg,usable,25484173,84067877,291098279,207.030402,2071,22,94,Normal,0,
2018-12-03/08_52_22,ulg_files/2018-12-03/08_52_22.ulg,usable,36454656,167296729,457340510,290.043781,2901,22,94,Normal,0,
2018-12-03/09_02_02,ulg_files/2018-12-03/09_02_02.ulg,usable,33570586,159766015,432208522,272.442507,2725,22,94,Normal,0,
2018-12-04/07_45_29,ulg_files/2018-12-04/07_45_29.ulg,usable,13514403,66534564,173837000,107.302436,1074,22,89,Normal,0,
2018-12-04/07_49_33,ulg_files/2018-12-04/07_49_33.ulg,usable,5380288,49843975,96308050,46.464075,465,21,91,Altitude,1,
2018-12-04/07_52_44,ulg_files/2018-12-04/07_52_44.ulg,usable,38212960,51063733,365136540,314.072807,3141,21,91,Normal,0,
2018-12-04/08_01_22,ulg_files/2018-12-04/08_01_22.ulg,usable,25517380,92260541,299270695,207.010154,2071,22,94,Mechanical,1,
2018-12-04/08_06_40,ulg_files/2018-12-04/08_06_40.ulg,usable,15289069,78567329,205672545,127.105216,1272,22,94,Mechanical,1,
2018-12-04/08_13_32,ulg_files/2018-12-04/08_13_32.ulg,usable,16539802,175211726,316049715,140.837989,1409,22,93,Mechanical,1,
2018-12-04/08_20_03,ulg_files/2018-12-04/08_20_03.ulg,usable,38385984,148023046,455459371,307.436325,3075,22,94,Normal,0,
2018-12-04/08_31_08,ulg_files/2018-12-04/08_31_08.ulg,usable,29946019,60514900,302511701,241.996801,2420,22,94,Normal,0,
2018-12-04/08_43_22,ulg_files/2018-12-04/08_43_22.ulg,usable,5303273,135783370,177402593,41.619223,417,22,94,Normal,0,
2018-12-04/08_47_34,ulg_files/2018-12-04/08_47_34.ulg,usable,5203964,90687312,134393267,43.705955,438,22,94,Normal,0,
2018-12-04/08_50_47,ulg_files/2018-12-04/08_50_47.ulg,usable,4264883,48332347,83624600,35.292253,353,22,93,Normal,0,
2018-12-04/08_53_58,ulg_files/2018-12-04/08_53_58.ulg,usable,23420819,50794764,244032527,193.237763,1933,22,94,Mechanical,1,
2018-12-10/07_58_08,ulg_files/2018-12-10/07_58_08.ulg,usable,38237434,701199334,1020187501,318.988167,3190,22,94,Normal,0,
2018-12-10/08_15_58,ulg_files/2018-12-10/08_15_58.ulg,usable,11333178,545393740,644714525,99.320785,994,21,91,Normal,0,
2018-12-10/08_30_26,ulg_files/2018-12-10/08_30_26.ulg,usable,8205280,265409727,330799575,65.389848,654,21,90,Altitude,1,
2018-12-10/08_38_24,ulg_files/2018-12-10/08_38_24.ulg,usable,17446910,242626540,388392931,145.766391,1458,22,91,Mechanical,1,
2018-12-10/08_49_01,ulg_files/2018-12-10/08_49_01.ulg,usable,21962650,352074593,533282212,181.207619,1813,22,90,Normal,0,
2018-12-10/08_56_21,ulg_files/2018-12-10/08_56_21.ulg,usable,31127819,204091513,456124147,252.032634,2521,21,91,Mechanical,1,
2018-12-10/09_08_26,ulg_files/2018-12-10/09_08_26.ulg,usable,27480428,83020519,307121538,224.101019,2242,21,92,Mechanical,2,
2018-12-10/09_20_57,ulg_files/2018-12-10/09_20_57.ulg,usable,19009477,77408807,234359590,156.950783,1570,21,92,Mechanical,2,
2018-12-12/07_54_55,ulg_files/2018-12-12/07_54_55.ulg,usable,1439580,673473773,684388610,10.914837,110,22,79,Uncategorized,0,
2018-12-12/07_55_44,ulg_files/2018-12-12/07_55_44.ulg,usable,5103607,722151351,762047576,39.896225,399,22,99,External Position,1,
2018-12-12/08_00_15,ulg_files/2018-12-12/08_00_15.ulg,usable,9691017,161613898,237223905,75.610007,757,22,94,Normal,0,
2018-12-12/08_12_25,ulg_files/2018-12-12/08_12_25.ulg,usable,14265357,132655353,258595101,125.939748,1260,22,94,Normal,0,
2018-12-12/08_24_39,ulg_files/2018-12-12/08_24_39.ulg,usable,19038178,482311297,648097079,165.785782,1658,22,95,Mechanical,7,
2018-12-12/08_33_25,ulg_files/2018-12-12/08_33_25.ulg,usable,14681246,222893494,344055375,121.161881,1212,22,94,Mechanical,1,
2018-12-14/07_34_35,ulg_files/2018-12-14/07_34_35.ulg,usable,12754620,108764315,217741844,108.977529,1090,21,91,Mechanical,1,
2018-12-14/07_46_36,ulg_files/2018-12-14/07_46_36.ulg,usable,9605097,303974404,385554847,81.580443,816,21,90,Mechanical,1,
2018-12-14/08_10_21,ulg_files/2018-12-14/08_10_21.ulg,usable,22530442,127141249,314303116,187.161867,1872,22,93,Normal,0,
2018-12-14/08_22_39,ulg_files/2018-12-14/08_22_39.ulg,usable,2867085,35148317,59047759,23.899442,239,22,94,Uncategorized,0,
2018-12-14/08_32_31,ulg_files/2018-12-14/08_32_31.ulg,usable,21460967,101171230,278524800,177.35357,1774,22,93,Mechanical,2,
2018-12-18/07_49_52,ulg_files/2018-12-18/07_49_52.ulg,usable,2265037,86407937,105808151,19.400214,195,22,100,Uncategorized,0,
2018-12-18/07_52_04,ulg_files/2018-12-18/07_52_04.ulg,usable,16050312,43158282,179358773,136.200491,1363,22,93,Normal,0,
