log_key,annotation_index,class,note,annotated_at,range_index,signal,start_us,end_us
2018-11-28/08_13_50,0,Normal,,2025-04-06T01:33:51.167657,,,,
2018-11-28/08_21_52,0,Normal,,2025-04-06T01:35:49.273127,,,,
2018-11-28/08_30_57,0,Normal,,2025-04-06T01:36:36.116543,,,,
2018-11-28/08_39_43,0,Normal,,2025-04-06T01:38:11.565544,,,,
2018-11-28/08_47_22,0,Altitude,,2025-04-06T01:41:12.165518,0,Position.Z,79692000,103088000
2018-11-28/08_47_22,0,Altitude,,2025-04-06T01:41:12.165518,1,Position.Z,106059000,117237000
2018-11-28/08_50_43,0,Normal,,2025-04-06T01:42:06.677905,,,,
2018-11-28/08_59_11,0,External Position,,2025-04-06T01:43:29.095863,0,Position.X,232054000,251004000
2018-12-03/07_26_23,0,Normal,,2025-04-06T01:44:38.430427,,,,
2018-12-03/07_31_50,0,Altitude,,2025-04-06T01:47:48.908071,0,Position.Z,236862000,283141000
2018-12-03/07_31_50,0,Altitude,,2025-04-06T01:47:48.908071,1,Position.Z,285135000,333266000
2018-12-03/07_31_50,0,Altitude,,2025-04-06T01:47:48.908071,2,Position.Z,362885000,379403000
2018-12-03/07_43_15,0,Altitude,,2025-04-06T01:49:20.602378,0,Position.Z,387569000,398598000
2018-12-03/07_46_16,0,Normal,,2025-04-06T01:50:14.735851,,,,
2018-12-03/07_52_12,0,Normal,,2025-04-06T01:51:00.767042,,,,
2018-12-03/08_17_36,0,Normal,,2025-04-06T01:51:47.773625,,,,
2018-12-03/08_38_02,0,Normal,,2025-04-08T00:17:07.997132,,,,
2018-12-03/08_45_02,0,Normal,,2025-04-08T00:31:33.202628,,,,
2018-12-03/08_52_22,0,Normal,,2025-04-08T00:33:14.166901,,,,
2018-12-03/09_02_02,0,Normal,,2025-04-08T00:41:53.157212,,,,
2018-12-04/07_45_29,0,Normal,,2025-04-08T00:54:51.525109,,,,
2018-12-04/07_49_33,0,Altitude,,2025-04-08T00:57:59.548376,0,Position.Z,54334000,66774000
2018-12-04/07_52_44,0,Normal,,2025-04-08T01:04:38.661694,,,,
2018-12-04/08_01_22,0,Mechanical,,2025-04-08T01:05:29.614328,0,Actuator Outputs,265491000,277690000
2018-12-04/08_06_40,0,Mechanical,,2025-04-08T23:05:37.365732,0,Actuator Outputs,167882000,197824000
2018-12-04/08_13_32,0,Mechanical,,2025-04-08T23:07:55.534036,0,Actuator Outputs,270557000,301249000
2018-12-04/08_20_03,0,Normal,,2025-04-08T23:08:48.323975,,,,
2018-12-04/08_31_08,0,Normal,,2025-04-08T23:09:56.773837,,,,
2018-12-04/08_43_22,0,Normal,,2025-04-08T23:11:49.940835,,,,
2018-12-04/08_47_34,0,Normal,,2025-04-08T23:31:30.662338,,,,
2018-12-04/08_50_47,0,Normal,,2025-04-08T23:33:24.976167,,,,
2018-12-04/08_53_58,0,Mechanical,,2025-04-08T23:35:37.132839,0,Actuator Outputs,204054000,234821000
2018-12-10/07_58_08,0,Normal,,2025-04-08T23:38:30.835767,,,,
2018-12-10/08_15_58,0,Normal,,2025-04-08T23:40:31.789833,,,,
2018-12-10/08_30_26,0,Altitude,,2025-04-08T23:45:04.866210,0,Position.Z,315316000,321679000
2018-12-10/08_38_24,0,Mechanical,,2025-04-08T23:46:21.488543,0,Actuator Outputs,351368000,377269000
2018-12-10/08_49_01,0,Normal,,2025-04-08T23:48:53.786700,,,,
2018-12-10/08_56_21,0,Mechanical,,2025-04-08T23:50:15.225296,0,Actuator Outputs,406213000,444605000
2018-12-10/09_08_26,0,Mechanical,,2025-04-08T23:54:37.236838,0,Actuator Controls,275476000,282769000
2018-12-10/09_08_26,0,Mechanical,,2025-04-08T23:54:37.236838,1,Actuator Controls,289075000,293609000
2018-12-10/09_20_57,0,Mechanical,,2025-04-08T23:56:20.060484,0,Actuator Controls,220129000,223994000
2018-12-10/09_20_57,0,Mechanical,,2025-04-08T23:56:20.060484,1,Actuator Outputs,224823000,228687000
2018-12-12/07_54_55,0,Uncategorized,,2025-04-08T23:56:32.656830,,,,
2018-12-12/07_55_44,0,External Position,,2025-04-09T00:00:43.377366,0,Position.X,749935000,761356000
2018-12-12/08_00_15,0,Normal,,2025-04-11T19:33:19.761219,,,,
2018-12-12/08_12_25,0,Normal,,2025-04-11T19:34:45.890403,,,,
2018-12-12/08_24_39,0,Mechanical,,2025-04-11T19:36:47.231697,0,Actuator Controls,591256000,600579000
2018-12-12/08_24_39,0,Mechanical,,2025-04-11T19:36:47.231697,1,Actuator Controls,616602000,620098000
2018-12-12/08_24_39,0,Mechanical,,2025-04-11T19:36:47.231697,2,Actuator Controls,621991000,627235000
2018-12-12/08_24_39,0,Mechanical,,2025-04-11T19:36:47.231697,3,Actuator Controls,629566000,634227000
2018-12-12/08_24_39,0,Mechanical,,2025-04-11T19:36:47.231697,4,Actuator Controls,602764000,604803000
2018-12-12/08_24_39,0,Mechanical,,2025-04-11T19:36:47.231697,5,Actuator Outputs,576398000,585575000
2018-12-12/08_24_39,0,Mechanical,,2025-04-11T19:36:47.231697,6,Actuator Outputs,613106000,617330000
2018-12-12/08_33_25,0,Mechanical,,2025-04-11T19:38:52.500652,0,Actuator Outputs,262047000,334427000
2018-12-14/07_34_35,0,Mechanical,,2025-04-11T19:40:13.317401,0,Actuator Outputs,169928000,172705000
2018-12-14/07_46_36,0,Mechanical,,2025-04-11T19:43:18.229288,0,Actuator Outputs,357160000,377902000
2018-12-14/08_10_21,0,Normal,,2025-04-11T19:44:11.728822,,,,
2018-12-14/08_22_39,0,Uncategorized,,2025-04-11T19:45:47.562310,,,,
2018-12-14/08_32_31,0,Mechanical,,2025-04-11T19:47:07.913262,0,Actuator Controls,242498000,255450000
2018-12-14/08_32_31,0,Mechanical,,2025-04-11T19:47:07.913262,1,Actuator Controls,256074000,264032000
2018-12-18/07_49_52,0,Uncategorized,,2025-04-11T19:47:28.053233,,,,
2018-12-18/07_52_04,0,Normal,,2025-04-11T19:49:42.971907,,,,
2018-12-18/07_58_10,0,External Position,,2025-04-11T19:51:14.885292,0,Position.X,106856000,115741000
2018-12-18/08_03_22,0,External Position,,2025-04-11T19:51:28.909644,0,Position.X,83983000,92352000
2018-12-18/08_03_53,0,Normal,,2025-04-11T19:52:34.774965,,,,
2018-12-18/08_12_51,0,Normal,,2025-04-11T19:54:07.332975,,,,
2018-12-18/08_18_02,0,Mechanical,,2025-04-11T19:56:02.542712,0,Actuator Controls,532672000,562040000
2018-12-18/08_34_53,0,Normal,,2025-04-11T19:57:27.960542,,,,
2018-12-18/08_54_02,0,Uncategorized,,2025-04-11T19:57:48.916330,,,,
2018-12-18/08_54_19,0,Normal,,2025-04-11T19:58:45.807125,,,,
2018-12-18/09_04_09,0,Normal,,2025-04-11T19:59:59.810574,,,,
2018-12-18/09_12_16,0,Normal,,2025-04-11T20:02:57.832215,,,,
2018-12-18/09_23_05,0,Normal,,2025-04-11T20:05:11.262515,,,,
2018-12-19/07_49_17,0,Normal,,2025-04-11T20:05:52.059785,,,,
2018-12-19/08_06_30,0,Normal,,2025-04-11T20:09:01.255029,,,,
2018-12-19/08_14_47,0,Normal,,2025-04-11T20:10:04.344012,,,,
2018-12-19/08_26_15,0,Normal,,2025-04-11T20:10:47.393865,,,,
2018-12-19/08_36_16,0,Normal,,2025-04-11T20:11:47.302812,,,,
2018-12-19/08_41_40,0,Normal,,2025-04-11T20:12:56.117401,,,,
2018-12-19/08_46_23,0,Normal,,2025-04-11T20:13:52.078790,,,,
2018-12-19/08_51_09,0,External Position,,2025-04-11T20:15:01.195237,0,Actuator Controls,200846000,201739000
2018-12-19/08_51_09,0,External Position,,2025-04-11T20:15:01.195237,1,Position.X,200846000,204193000
2018-12-19/08_53_47,0,Normal,,2025-04-11T20:15:45.133726,,,,
2018-12-19/09_06_25,0,Normal,,2025-04-11T20:16:57.550676,,,,
2018-12-19/09_09_45,0,Normal,,2025-04-11T20:18:06.682940,,,,
2018-12-19/09_13_26,0,Normal,,2025-04-11T20:18:57.948351,,,,
2018-12-19/09_17_32,0,Normal,,2025-04-11T20:19:33.167717,,,,
2018-12-19/09_21_35,0,Normal,,2025-04-11T20:21:10.904354,,,,
2018-12-19/09_24_29,0,Normal,,2025-04-11T20:22:12.162238,,,,
2018-12-19/09_28_17,0,Normal,,2025-04-11T20:23:08.496764,,,,
2018-12-19/09_29_42,0,Uncategorized,,2025-04-11T21:16:21.786021,,,,
2018-12-19/09_31_54,0,Normal,,2025-04-11T21:20:42.524151,,,,
2018-12-19/09_33_46,0,External Position,,2025-04-11T21:23:20.628081,0,Position.X,62917000,68409000
2018-12-20/07_21_02,0,Normal,,2025-04-11T21:24:57.949727,,,,
2018-12-20/07_25_57,0,External Position,,2025-04-11T21:25:53.549930,0,Position.X,124012000,126909000
2018-12-20/07_28_32,0,Normal,,2025-04-11T21:26:49.401777,,,,
2018-12-20/07_31_37,0,Normal,,2025-04-11T21:27:47.495631,,,,
2018-12-20/07_34_46,0,Normal,,2025-04-11T21:28:20.331601,,,,
2018-12-20/07_38_28,0,Normal,,2025-04-11T21:29:09.273198,,,,
2018-12-20/07_44_23,0,External Position,,2025-04-11T21:29:45.803622,0,Position.X,125292000,140935000
2018-12-20/07_47_50,0,Normal,,2025-04-11T21:31:13.110192,,,,
2018-12-20/07_54_50,0,External Position,,2025-04-11T21:32:34.334434,0,Position.Y,138316000,148964000
2018-12-20/07_58_46,0,Normal,,2025-04-11T21:33:14.140094,,,,
2018-12-20/08_06_15,0,External Position,,2025-04-11T21:34:23.623908,0,Position.Y,133246000,136047000
2018-12-20/08_20_49,0,Normal,,2025-04-11T21:43:59.160149,,,,
2018-12-20/08_31_12,0,External Position,,2025-04-11T21:44:49.195931,0,Position.Y,364265000,369731000
2018-12-20/08_46_30,0,External Position,,2025-04-11T21:45:15.138186,0,Position.Y,85182000,92586000
2018-12-20/08_46_30,0,External Position,,2025-04-11T21:45:15.138186,1,Position.Y,97560000,103836000
2018-12-20/08_52_31,0,Normal,,2025-04-11T21:45:54.526312,,,,
2018-12-20/08_57_35,0,Normal,,2025-04-11T21:48:21.287577,,,,
2018-12-20/09_09_45,0,Normal,,2025-04-11T21:52:51.877443,,,,
2018-12-20/09_15_00,0,Normal,,2025-04-11T21:54:11.343056,,,,
2018-12-20/09_24_00,0,Normal,,2025-04-11T21:55:21.972527,,,,
2018-12-20/09_48_11,0,Normal,,2025-04-11T21:56:45.245218,,,,
2018-12-25/08_44_40,0,Normal,,2025-04-11T21:58:43.482347,,,,
2018-12-25/08_51_51,0,Normal,,2025-04-11T21:59:59.243064,,,,
2018-12-26/08_53_50,0,Normal,,2025-04-11T22:01:18.429947,,,,
2018-12-26/08_57_28,0,Normal,,2025-04-11T22:20:52.751784,,,,
2018-12-26/09_00_35,0,Normal,,2025-04-11T22:21:20.575474,,,,
2018-12-26/09_04_28,0,External Position,,2025-04-11T22:23:16.818246,0,Position.Y,61548000,64531000
2018-12-26/09_04_28,0,External Position,,2025-04-11T22:23:16.818246,1,Position.X,66232000,69319000
2018-12-26/09_06_38,0,Normal,,2025-04-11T22:24:39.348287,,,,
2018-12-26/09_10_31,0,Normal,,2025-04-11T22:26:51.156849,,,,
2018-12-26/09_15_44,0,Normal,,2025-04-11T22:42:29.363821,,,,
2018-12-26/09_24_37,0,Mechanical,,2025-04-11T22:43:33.118736,0,Actuator Outputs,312283000,325218000
2018-12-26/09_44_29,0,Normal,,2025-04-11T22:44:42.025155,,,,
2018-12-26/09_52_44,0,Normal,,2025-04-11T22:45:54.738804,,,,
2018-12-26/09_57_56,0,Normal,,2025-04-11T22:46:59.961255,,,,
2018-12-26/17_34_44,0,Uncategorized,,2025-04-11T22:47:11.888979,,,,
2018-12-27/08_37_46,0,Uncategorized,,2025-04-11T22:47:28.907341,,,,
2018-12-27/08_40_59,0,Uncategorized,,2025-04-11T22:47:35.847748,,,,
2018-12-27/08_42_11,0,Uncategorized,,2025-04-11T22:47:40.689708,,,,
2018-12-27/08_54_56,0,Uncategorized,,2025-04-11T22:47:46.335127,,,,
2018-12-27/08_55_33,0,Uncategorized,,2025-04-11T22:47:51.532073,,,,
2018-12-27/08_56_36,0,Uncategorized,,2025-04-11T22:48:02.170559,,,,
2018-12-27/08_57_51,0,Altitude,,2025-04-11T22:49:20.958087,0,Position.Z,1538581000,1540463000
2018-12-27/08_57_51,0,Altitude,,2025-04-11T22:49:20.958087,1,Position.Z,1541706000,1543552000
2018-12-27/08_57_51,0,Altitude,,2025-04-11T22:49:20.958087,2,Position.Z,1544937000,1547210000
2018-12-27/09_01_48,0,Uncategorized,,2025-04-11T22:49:50.010019,,,,
2018-12-27/09_03_21,0,Uncategorized,,2025-04-11T22:50:13.903272,,,,
2018-12-27/09_04_46,0,Uncategorized,,2025-04-11T22:50:20.110167,,,,
2018-12-27/09_06_32,0,Uncategorized,,2025-04-11T22:51:34.956929,,,,
2018-12-27/09_30_59,0,Normal,,2025-04-11T22:52:30.352769,,,,
2018-12-27/09_36_06,0,Normal,,2025-04-11T22:53:34.217148,,,,
2018-12-27/09_46_16,0,Normal,,2025-04-11T22:54:23.242558,,,,
2018-12-28/08_13_51,0,Global Position,,2025-04-11T22:57:58.801436,0,Position.X,79738000,92767000
2018-12-28/08_13_51,0,Global Position,,2025-04-11T22:57:58.801436,1,Position.X,156497000,167956000
2018-12-28/08_13_51,0,Global Position,,2025-04-11T22:57:58.801436,2,Position.X,186165000,193071000
2018-12-28/08_13_51,0,Global Position,,2025-04-11T22:57:58.801436,3,Position.X,196054000,199664000
2018-12-28/08_13_51,0,Global Position,,2025-04-11T22:57:58.801436,4,Position.X,206885000,212379000
2018-12-28/08_17_25,0,Uncategorized,,2025-04-11T23:00:42.348789,,,,
2018-12-28_oncesi_loglar/sess009/log001,0,Uncategorized,,2025-04-11T23:00:54.836092,,,,
2018-12-28_oncesi_loglar/sess010/log004,0,Uncategorized,,2025-04-11T23:01:12.833850,,,,
2018-12-31/11_05_14,0,Global Position,,2025-04-11T23:02:51.207672,0,Position.X,141826000,144926000
2018-12-31/11_05_14,0,Global Position,,2025-04-11T23:02:51.207672,1,Position.X,317236000,321968000
2018-12-31/11_05_14,0,Global Position,,2025-04-11T23:02:51.207672,2,Position.Y,283296000,294718000
2019-01-01/14_39_39,0,Normal,,2025-04-11T23:07:46.775700,,,,
2019-01-01/14_44_02,0,Normal,,2025-04-11T23:08:19.322087,,,,
2019-01-01/15_35_34,0,Uncategorized,,2025-04-11T23:08:40.852494,,,,
2019-01-01/15_39_02,0,External Position,,2025-04-13T19:35:41.460147,0,Position.Y,41013000,44357000
2019-01-03/07_45_20,0,Mechanical,,2025-04-13T19:36:49.537295,0,Actuator Outputs,101637000,155020000
2019-01-03/08_09_31,0,Normal,,2025-04-13T19:38:48.803188,,,,
2019-01-04/08_01_09,0,Global Position,,2025-04-13T19:41:46.673054,0,Position.X,51895000,56308000
2019-01-04/08_35_09,0,Global Position,,2025-04-13T19:42:18.453082,0,Position.X,279194000,282070000
2019-01-04/08_41_03,0,Global Position,,2025-04-13T19:42:36.150758,0,Position.X,233754000,236997000
2019-01-04/08_48_19,0,Global Position,,2025-04-13T19:44:26.190242,0,Position.X,81359000,82084000
2019-01-04/08_48_19,0,Global Position,,2025-04-13T19:44:26.190242,1,Position.X,98776000,101522000
2019-01-04/08_52_38,0,Global Position,,2025-04-13T19:47:05.563903,0,Position.X,289090000,292235000
2019-01-04/08_52_38,0,Global Position,,2025-04-13T19:47:05.563903,1,Position.X,288416000,292010000
2019-01-04/08_52_38,0,Global Position,,2025-04-13T19:47:05.563903,2,Position.Y,154988000,188457000
2019-01-04/08_52_38,0,Global Position,,2025-04-13T19:47:05.563903,3,Position.Y,210470000,239447000
2019-01-04/08_52_38,0,Global Position,,2025-04-13T19:47:05.563903,4,Position.Y,268649000,292459000
2019-01-04/08_52_38,0,Global Position,,2025-04-13T19:47:05.563903,5,Position.Y,308857000,340530000
2019-01-04/08_52_38,0,Global Position,,2025-04-13T19:47:05.563903,6,Position.Y,309980000,340305000
2019-01-04/08_52_38,0,Global Position,,2025-04-13T19:47:05.563903,7,Position.Y,265729000,292235000
2019-01-04/08_52_38,0,Global Position,,2025-04-13T19:47:05.563903,8,Position.Y,208673000,239672000
2019-01-04/08_52_38,0,Global Position,,2025-04-13T19:47:05.563903,9,Position.Y,167342000,188457000
2019-01-04/09_01_28,0,Global Position,,2025-04-13T19:50:38.445572,0,Position.X,156700000,158632000
2019-01-04/09_01_28,0,Global Position,,2025-04-13T19:50:38.445572,1,Position.X,161911000,162555000
2019-01-04/09_01_28,0,Global Position,,2025-04-13T19:50:38.445572,2,Position.Y,142560000,158662000
2019-01-04/09_03_36,0,Global Position,,2025-04-13T19:53:04.991690,0,Position.X,70322000,85813000
2019-01-04/09_05_55,0,Global Position,,2025-04-13T19:54:08.515329,0,Position.X,48766000,50365000
2019-01-04/09_05_55,0,Global Position,,2025-04-13T19:54:08.515329,1,Position.Y,53198000,65718000
2019-01-04/09_10_41,0,Global Position,,2025-04-13T19:55:08.946577,0,Position.X,284693000,286752000
2019-01-04/09_10_41,0,Global Position,,2025-04-13T19:55:08.946577,1,Position.X,312585000,316890000
2019-01-04/09_17_44,0,Uncategorized,,2025-04-13T19:55:39.730506,,,,
2019-01-04/09_20_06,0,Uncategorized,,2025-04-13T19:56:01.549509,,,,
2019-01-04/09_22_14,0,Global Position,,2025-04-13T19:57:24.614176,0,Position.X,51104000,52025000
2019-01-04/09_22_14,0,Global Position,,2025-04-13T19:57:24.614176,1,Position.Y,62591000,78870000
2019-01-04/09_24_22,0,Global Position,,2025-04-13T19:58:49.941828,0,Position.X,89600000,94070000
2019-01-04/sess003/log001,0,Uncategorized,,2025-04-13T19:58:57.507723,,,,
2019-01-04/sess003/log002,0,Normal,,2025-04-13T19:59:48.476827,,,,
2019-01-07/07_29_12,0,Global Position,,2025-04-13T20:00:29.308417,0,Position.X,674682000,677696000
2019-01-07/07_29_12,0,Global Position,,2025-04-13T20:00:29.308417,1,Position.X,786201000,792660000
2019-01-07/07_37_38,0,Uncategorized,,2025-04-13T20:01:19.529514,,,,
2019-01-07/07_45_18,0,Normal,,2025-04-13T20:02:16.683418,,,,
2019-01-07/07_50_14,0,Normal,,2025-04-13T20:03:55.390114,,,,
2019-01-07/07_53_55,0,Normal,,2025-04-13T20:08:51.017961,,,,
2019-01-07/07_59_38,0,Normal,,2025-04-13T20:09:38.058693,,,,
2019-01-07/08_08_23,0,Normal,,2025-04-13T20:11:32.141366,,,,
2019-01-07/08_16_37,0,Normal,,2025-04-13T20:19:46.275811,,,,
2019-01-07/08_21_01,0,Normal,,2025-04-13T20:21:38.092846,,,,
2019-01-07/08_27_59,0,Normal,,2025-04-13T20:24:40.612525,,,,
2019-01-07/08_35_59,0,Mechanical,,2025-04-13T20:27:35.580540,0,Raw Acceleration,194389000,195439000
2019-01-07/08_35_59,0,Mechanical,,2025-04-13T20:27:35.580540,1,Actuator Outputs,188380000,195725000
2019-01-07/08_35_59,0,Mechanical,,2025-04-13T20:27:35.580540,2,Actuator Outputs,196583000,202688000
2019-01-07/08_35_59,0,Mechanical,,2025-04-13T20:27:35.580540,3,Actuator Outputs,204786000,205836000
2019-01-07/08_40_52,0,Mechanical,,2025-04-13T20:28:30.103850,0,Actuator Outputs,131432000,139272000
2019-01-08/07_56_17,0,Normal,,2025-04-13T20:29:11.661343,,,,
2019-01-08/08_08_14,0,Normal,,2025-04-13T20:38:19.387541,,,,
2019-01-08/08_16_07,0,Normal,,2025-04-13T20:39:31.070509,,,,
2019-01-08/08_25_04,0,Normal,,2025-04-13T20:41:00.972474,,,,
2019-01-08/08_30_41,0,Mechanical,,2025-04-13T20:56:37.034171,0,Actuator Outputs,244708000,251968000
2019-01-08/08_39_45,0,Normal,,2025-04-13T20:57:49.727396,,,,
2019-01-08/08_45_03,0,Normal,,2025-04-13T20:58:23.810531,,,,
2019-01-08/08_52_50,0,Normal,,2025-04-13T20:59:02.467896,,,,
2019-01-08/08_56_03,0,Normal,,2025-04-13T20:59:41.525762,,,,
2019-01-08/09_05_30,0,Mechanical,,2025-04-13T21:00:52.047527,0,Actuator Outputs,317880000,327556000
2019-01-08/09_05_30,1,External Position,,2025-04-13T21:01:16.799917,0,Position.X,329341000,352639000
2019-01-09/07_43_46,0,Normal,,2025-04-13T21:02:26.469116,,,,
2019-01-09/07_49_13,0,Normal,,2025-04-13T21:04:35.042006,,,,
2019-01-09/07_59_28,0,Normal,,2025-04-13T21:04:59.343110,,,,
2019-01-09/08_06_58,0,Normal,,2025-04-13T21:05:34.528934,,,,
2019-01-09/08_18_23,0,Normal,,2025-04-13T21:06:08.944417,,,,
2019-01-09/08_22_55,0,Normal,,2025-04-13T21:07:00.893753,,,,
2019-01-09/08_32_29,0,Mechanical,,2025-04-13T21:08:00.641130,0,Actuator Outputs,323085000,335030000
2019-01-09/08_32_29,0,Mechanical,,2025-04-13T21:08:00.641130,1,Actuator Outputs,352302000,358113000
2019-01-09/08_40_49,0,Mechanical,,2025-04-13T21:08:54.959927,0,Actuator Outputs,164383000,171279000
2019-01-09/08_40_49,0,Mechanical,,2025-04-13T21:08:54.959927,1,Actuator Outputs,173221000,174775000
2019-01-09/08_40_49,0,Mechanical,,2025-04-13T21:08:54.959927,2,Actuator Outputs,175649000,180409000
2019-01-09/08_40_49,0,Mechanical,,2025-04-13T21:08:54.959927,3,Actuator Outputs,183128000,186042000
2019-01-15/07_28_00,0,Mechanical,,2025-04-13T21:10:55.502332,0,Actuator Outputs,427243000,437713000
2019-01-15/07_28_00,0,Mechanical,,2025-04-13T21:10:55.502332,1,Actuator Outputs,438042000,439027000
2019-01-15/07_28_00,0,Mechanical,,2025-04-13T21:10:55.502332,2,Actuator Outputs,439191000,440259000
2019-01-15/07_32_02,0,Normal,,2025-04-13T21:15:16.847678,,,,
2019-01-15/07_40_31,0,Mechanical,,2025-04-13T21:16:48.367584,0,Actuator Controls,286467000,295061000
2019-01-15/07_40_31,0,Mechanical,,2025-04-13T21:16:48.367584,1,Actuator Controls,318034000,323654000
2019-01-15/07_40_31,0,Mechanical,,2025-04-13T21:16:48.367584,2,Actuator Controls,302829000,314233000
2019-01-15/07_49_03,0,Mechanical,,2025-04-13T21:17:45.956442,0,Actuator Outputs,224884000,232574000
2019-01-15/08_02_55,0,Normal,,2025-04-13T21:18:24.685235,,,,
2019-01-15/08_14_07,0,Normal,,2025-04-13T21:18:45.557377,,,,
2019-01-15/08_31_01,0,Altitude,,2025-04-13T21:19:43.824678,0,Position.Z,251829000,254739000
2019-01-15/08_46_05,0,Global Position,,2025-04-13T21:20:57.607945,0,Position.Y,241085000,282169000
2019-01-15/08_46_05,0,Global Position,,2025-04-13T21:20:57.607945,1,Position.Y,288247000,290448000
2019-01-16/07_21_48,0,Global Position,,2025-04-13T21:22:17.476496,0,Position.X,456594000,535425000
2019-01-16/07_21_48,0,Global Position,,2025-04-13T21:22:17.476496,1,Position.X,571130000,633500000
2019-01-16/07_21_48,0,Global Position,,2025-04-13T21:22:17.476496,2,Position.Y,559306000,573913000
2019-01-16/07_21_48,0,Global Position,,2025-04-13T21:22:17.476496,3,Position.Y,410918000,426684000
2019-01-16/07_39_29,0,Normal,,2025-04-13T21:23:58.294148,,,,
2019-01-16/07_42_54,0,Global Position,,2025-04-13T21:25:24.585300,0,Position.X,225444000,226852000
2019-01-16/07_42_54,0,Global Position,,2025-04-13T21:25:24.585300,1,Position.Y,129684000,169349000
2019-01-16/07_42_54,0,Global Position,,2025-04-13T21:25:24.585300,2,Position.Y,177798000,226852000
2019-01-16/07_42_54,0,Global Position,,2025-04-13T21:25:24.585300,3,Position.Y,247741000,286467000
2019-01-16/07_42_54,0,Global Position,,2025-04-13T21:25:24.585300,4,Position.Y,298907000,351481000
2019-01-16/07_49_46,0,Global Position,,2025-04-13T21:26:08.653824,0,Position.Y,140996000,183807000
2019-01-16/07_49_46,0,Global Position,,2025-04-13T21:26:08.653824,1,Position.Y,203071000,236891000
2019-01-16/07_49_46,0,Global Position,,2025-04-13T21:26:08.653824,2,Position.Y,237961000,259366000
2019-01-16/07_49_46,0,Global Position,,2025-04-13T21:26:08.653824,3,Position.Y,270925000,289762000
2019-01-16/08_21_02,0,Altitude,,2025-04-13T21:27:38.144109,0,Position.Z,101101000,103406000
2019-01-16/08_21_02,1,Mechanical,,2025-04-13T21:28:14.803789,0,Actuator Outputs,157514000,163111000
2019-01-16/08_28_05,0,Global Position,,2025-04-13T21:33:01.306483,0,Position.Y,190554000,239124000
2019-01-16/08_28_05,0,Global Position,,2025-04-13T21:33:01.306483,1,Position.Y,257730000,321765000
2019-01-16/08_54_47,0,Uncategorized,,2025-04-13T21:33:24.226175,,,,
2019-01-18/07_19_34,0,Normal,,2025-04-13T21:34:33.986850,,,,
2019-01-18/07_23_51,0,Normal,,2025-04-13T21:35:44.880609,,,,
2019-01-18/07_28_38,0,Normal,,2025-04-13T21:36:40.895488,,,,
2019-01-18/07_35_54,0,Normal,,2025-04-13T21:37:17.593355,,,,
2019-01-18/07_41_23,0,Normal,,2025-04-13T21:37:43.073571,,,,
2019-01-18/07_44_44,0,Normal,,2025-04-13T21:38:13.797089,,,,
2019-01-18/08_16_34,0,External Position,,2025-04-13T21:43:51.836100,0,Position.X,162235000,177276000
2019-01-18/08_26_38,0,Global Position,,2025-04-13T21:44:43.764334,0,Position.Y,213247000,236809000
2019-01-18/08_37_09,0,Normal,,2025-04-13T21:45:42.785604,,,,
2019-01-18/08_39_38,0,Normal,,2025-04-13T21:49:09.783199,,,,
2019-01-18/08_44_30,0,Global Position,,2025-04-13T21:49:57.359129,0,Position.Y,186012000,232804000
2019-01-18/08_50_33,0,Global Position,,2025-04-13T21:52:49.997907,0,Position.Y,108553000,160501000
2019-01-18/08_58_39,0,Global Position,,2025-04-13T21:53:52.369836,0,Position.Y,113074000,163526000
2019-01-18/08_58_39,0,Global Position,,2025-04-13T21:53:52.369836,1,Position.Y,291949000,338056000
2019-01-18/09_04_40,0,Global Position,,2025-04-13T21:55:51.009654,0,Position.Y,95906000,120503000
2019-01-18/09_07_45,0,Global Position,,2025-04-13T21:57:27.500212,0,Position.Y,105385000,112496000
2019-01-21/07_29_16,0,Normal,,2025-04-13T21:58:13.213708,,,,
2019-01-21/07_33_50,0,Normal,,2025-04-13T21:59:30.845551,,,,
2019-01-21/07_44_07,0,Normal,,2025-04-13T22:00:09.065670,,,,
2019-01-21/07_49_14,0,Normal,,2025-04-13T22:00:46.226340,,,,
2019-01-21/07_57_00,0,Altitude,,2025-04-13T22:02:07.871980,0,Position.Z,168525000,169981000
2019-01-22/07_22_12,0,Normal,,2025-04-13T22:04:44.707835,,,,
2019-01-22/07_24_25,0,Normal,,2025-04-13T22:07:09.277136,,,,
2019-01-22/07_27_52,0,Uncategorized,,2025-04-13T22:07:35.182026,,,,
2019-01-22/07_33_37,0,Normal,,2025-04-13T22:08:18.565055,,,,
2019-01-22/07_42_25,0,Normal,,2025-04-13T22:14:19.904376,,,,
2019-01-22/07_51_08,0,Normal,,2025-04-13T22:19:17.914575,,,,
2019-01-22/07_55_19,0,Normal,,2025-04-13T22:19:46.070506,,,,
2019-01-22/07_57_29,0,Normal,,2025-04-13T22:20:16.098936,,,,
2019-01-22/08_11_46,0,Normal,,2025-04-13T22:22:21.196774,,,,
2019-01-22/08_19_51,0,Normal,,2025-04-13T22:22:48.355433,,,,
2019-01-22/08_41_38,0,Normal,,2025-04-13T22:25:10.235324,,,,
2019-01-22/08_45_12,0,External Position,,2025-04-13T22:26:00.540684,0,Position.Y,218471000,223440000
2019-01-22/08_45_12,1,Altitude,,2025-04-13T22:26:31.475987,0,Position.Z,152360000,155259000
