log_key,status,path,rows,positive_rows
2018-10-04/07_01_29,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_01_29.npz,1573,0
2018-10-04/07_08_03,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_08_03.npz,1653,0
2018-10-04/07_10_48,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_10_48.npz,251,0
2018-10-04/07_12_22,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_12_22.npz,136,0
2018-10-04/07_12_27,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_12_27.npz,226,0
2018-10-04/07_12_50,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_12_50.npz,2109,0
2018-10-04/07_13_35,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_13_35.npz,240,0
2018-10-04/07_14_07,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_14_07.npz,1594,0
2018-10-04/07_14_51,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_14_51.npz,1867,66
2018-10-04/07_17_05,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_17_05.npz,322,12
2018-10-04/07_21_35,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_21_35.npz,1603,0
2018-10-04/07_22_10,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_22_10.npz,392,22
2018-10-04/07_25_27,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_25_27.npz,296,36
2018-10-04/07_27_11,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_27_11.npz,1750,0
2018-10-04/07_27_21,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_27_21.npz,219,0
2018-10-04/07_29_32,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_29_32.npz,110,0
2018-10-04/07_29_45,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_29_45.npz,587,63
2018-10-04/07_30_31,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_30_31.npz,2539,1856
2018-10-04/07_33_16,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_33_16.npz,873,0
2018-10-04/07_38_25,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_38_25.npz,1828,0
2018-10-04/07_38_32,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_38_32.npz,1547,0
2018-10-04/07_43_05,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_43_05.npz,2028,0
2018-10-04/07_51_56,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_51_56.npz,449,10
2018-10-04/07_54_23,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_54_23.npz,2061,0
2018-10-04/08_00_43,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__08_00_43.npz,1059,0
2018-10-04/08_04_18,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__08_04_18.npz,608,0
2018-10-27/15_43_20,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-27__15_43_20.npz,237,0
2018-10-27/15_43_51,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-27__15_43_51.npz,793,0
2018-10-27/15_48_34,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-27__15_48_34.npz,942,0
2018-10-27/15_51_46,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-27__15_51_46.npz,305,0
2018-10-27/15_57_23,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-27__15_57_23.npz,342,0
2018-10-27/16_00_09,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-27__16_00_09.npz,347,0
2018-11-20/15_16_18,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-20__15_16_18.npz,351,63
2018-11-20/15_17_09,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-20__15_17_09.npz,865,0
2018-11-20/15_20_01,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-20__15_20_01.npz,717,23
2018-11-20/15_21_47,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-20__15_21_47.npz,734,29
2018-11-20/15_23_51,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-20__15_23_51.npz,694,0
2018-11-20/15_25_52,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-20__15_25_52.npz,622,246
2018-11-20/15_27_34,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-20__15_27_34.npz,716,0
2018-11-20/15_29_13,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-20__15_29_13.npz,1155,21
2018-11-20/15_32_06,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-20__15_32_06.npz,467,0
2018-11-20/15_33_12,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-20__15_33_12.npz,975,0
2018-11-23/08_30_27,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-23__08_30_27.npz,111,0
2018-11-23/08_33_49,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-23__08_33_49.npz,116,0
2018-11-23/08_34_02,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-23__08_34_02.npz,111,0
2018-11-23/08_34_50,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-23__08_34_50.npz,111,0
2018-11-23/08_55_29,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-23__08_55_29.npz,364,57
2018-11-27/07_32_30,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-27__07_32_30.npz,548,23
2018-11-27/07_36_53,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-27__07_36_53.npz,1512,0
2018-11-27/07_42_38,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-27__07_42_38.npz,1577,0
2018-11-27/07_45_59,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-27__07_45_59.npz,803,0
2018-11-27/07_52_27,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-27__07_52_27.npz,1602,0
2018-11-27/07_59_06,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-27__07_59_06.npz,3532,0
2018-11-27/08_11_22,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-27__08_11_22.npz,1934,0
2018-11-27/08_27_47,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-27__08_27_47.npz,1797,0
2018-11-27/08_49_45,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-27__08_49_45.npz,1479,0
2018-11-27/08_56_16,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-27__08_56_16.npz,1711,0
2018-11-28/07_33_39,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-28__07_33_39.npz,946,0
2018-11-28/07_37_08,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-28__07_37_08.npz,1694,0
2018-11-28/07_56_05,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-28__07_56_05.npz,1772,28
2018-11-28/08_03_10,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-28__08_03_10.npz,2353,234
2018-11-28/08_10_09,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-28__08_10_09.npz,218,0
2018-11-28/08_13_50,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-28__08_13_50.npz,1937,0
2018-11-28/08_21_52,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-28__08_21_52.npz,2015,0
2018-11-28/08_30_57,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-28__08_30_57.npz,2680,0
2018-11-28/08_39_43,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-28__08_39_43.npz,2333,0
2018-11-28/08_47_22,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-28__08_47_22.npz,426,345
2018-11-28/08_50_43,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-28__08_50_43.npz,2659,0
2018-11-28/08_59_11,ok,D:\UAV\data\processed\p2\aligned_npz\2018-11-28__08_59_11.npz,1486,189
2018-12-03/07_26_23,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-03__07_26_23.npz,934,0
2018-12-03/07_31_50,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-03__07_31_50.npz,1841,1109
2018-12-03/07_43_15,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-03__07_43_15.npz,303,111
2018-12-03/07_46_16,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-03__07_46_16.npz,2184,0
2018-12-03/07_52_12,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-03__07_52_12.npz,696,0
2018-12-03/08_17_36,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-03__08_17_36.npz,918,0
2018-12-03/08_38_02,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-03__08_38_02.npz,1468,0
2018-12-03/08_45_02,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-03__08_45_02.npz,2071,0
2018-12-03/08_52_22,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-03__08_52_22.npz,2901,0
2018-12-03/09_02_02,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-03__09_02_02.npz,2725,0
2018-12-04/07_45_29,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-04__07_45_29.npz,1074,0
2018-12-04/07_49_33,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-04__07_49_33.npz,465,125
2018-12-04/07_52_44,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-04__07_52_44.npz,3141,0
2018-12-04/08_01_22,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-04__08_01_22.npz,2071,122
2018-12-04/08_06_40,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-04__08_06_40.npz,1272,299
2018-12-04/08_13_32,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-04__08_13_32.npz,1409,307
2018-12-04/08_20_03,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-04__08_20_03.npz,3075,0
2018-12-04/08_31_08,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-04__08_31_08.npz,2420,0
2018-12-04/08_43_22,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-04__08_43_22.npz,417,0
2018-12-04/08_47_34,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-04__08_47_34.npz,438,0
2018-12-04/08_50_47,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-04__08_50_47.npz,353,0
2018-12-04/08_53_58,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-04__08_53_58.npz,1933,308
2018-12-10/07_58_08,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-10__07_58_08.npz,3190,0
2018-12-10/08_15_58,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-10__08_15_58.npz,994,0
2018-12-10/08_30_26,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-10__08_30_26.npz,654,63
2018-12-10/08_38_24,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-10__08_38_24.npz,1458,259
2018-12-10/08_49_01,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-10__08_49_01.npz,1813,0
2018-12-10/08_56_21,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-10__08_56_21.npz,2521,384
2018-12-10/09_08_26,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-10__09_08_26.npz,2242,118
2018-12-10/09_20_57,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-10__09_20_57.npz,1570,76
2018-12-12/07_54_55,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-12__07_54_55.npz,110,0
2018-12-12/07_55_44,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-12__07_55_44.npz,399,115
2018-12-12/08_00_15,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-12__08_00_15.npz,757,0
2018-12-12/08_12_25,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-12__08_12_25.npz,1260,0
2018-12-12/08_24_39,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-12__08_24_39.npz,1658,375
2018-12-12/08_33_25,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-12__08_33_25.npz,1212,724
2018-12-14/07_34_35,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-14__07_34_35.npz,1090,28
2018-12-14/07_46_36,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-14__07_46_36.npz,816,208
2018-12-14/08_10_21,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-14__08_10_21.npz,1872,0
2018-12-14/08_22_39,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-14__08_22_39.npz,239,0
2018-12-14/08_32_31,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-14__08_32_31.npz,1774,208
2018-12-18/07_49_52,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-18__07_49_52.npz,195,0
2018-12-18/07_52_04,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-18__07_52_04.npz,1363,0
2018-12-18/07_58_10,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-18__07_58_10.npz,358,89
2018-12-18/08_03_22,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-18__08_03_22.npz,285,84
2018-12-18/08_03_53,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-18__08_03_53.npz,689,0
2018-12-18/08_12_51,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-18__08_12_51.npz,597,0
2018-12-18/08_18_02,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-18__08_18_02.npz,4763,294
2018-12-18/08_34_53,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-18__08_34_53.npz,4308,0
2018-12-18/08_54_02,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-18__08_54_02.npz,111,0
2018-12-18/08_54_19,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-18__08_54_19.npz,2694,0
2018-12-18/09_04_09,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-18__09_04_09.npz,871,0
2018-12-18/09_12_16,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-18__09_12_16.npz,759,0
2018-12-18/09_23_05,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-18__09_23_05.npz,1136,0
2018-12-19/07_49_17,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__07_49_17.npz,876,0
2018-12-19/08_06_30,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__08_06_30.npz,2247,0
2018-12-19/08_14_47,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__08_14_47.npz,324,0
2018-12-19/08_26_15,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__08_26_15.npz,242,0
2018-12-19/08_36_16,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__08_36_16.npz,536,0
2018-12-19/08_41_40,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__08_41_40.npz,1296,0
2018-12-19/08_46_23,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__08_46_23.npz,350,0
2018-12-19/08_51_09,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__08_51_09.npz,259,34
2018-12-19/08_53_47,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__08_53_47.npz,418,0
2018-12-19/09_06_25,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__09_06_25.npz,370,0
2018-12-19/09_09_45,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__09_09_45.npz,280,0
2018-12-19/09_13_26,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__09_13_26.npz,401,0
2018-12-19/09_17_32,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__09_17_32.npz,430,0
2018-12-19/09_21_35,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__09_21_35.npz,383,0
2018-12-19/09_24_29,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__09_24_29.npz,1277,0
2018-12-19/09_28_17,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__09_28_17.npz,285,0
2018-12-19/09_29_42,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__09_29_42.npz,241,0
2018-12-19/09_31_54,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__09_31_54.npz,248,0
2018-12-19/09_33_46,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-19__09_33_46.npz,421,55
2018-12-20/07_21_02,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__07_21_02.npz,336,0
2018-12-20/07_25_57,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__07_25_57.npz,392,29
2018-12-20/07_28_32,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__07_28_32.npz,458,0
2018-12-20/07_31_37,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__07_31_37.npz,320,0
2018-12-20/07_34_46,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__07_34_46.npz,554,0
2018-12-20/07_38_28,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__07_38_28.npz,452,0
2018-12-20/07_44_23,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__07_44_23.npz,477,157
2018-12-20/07_47_50,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__07_47_50.npz,1235,0
2018-12-20/07_54_50,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__07_54_50.npz,343,107
2018-12-20/07_58_46,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__07_58_46.npz,1291,0
2018-12-20/08_06_15,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__08_06_15.npz,453,28
2018-12-20/08_20_49,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__08_20_49.npz,1594,0
2018-12-20/08_31_12,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__08_31_12.npz,308,55
2018-12-20/08_46_30,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__08_46_30.npz,333,137
2018-12-20/08_52_31,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__08_52_31.npz,1004,0
2018-12-20/08_57_35,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__08_57_35.npz,1968,0
2018-12-20/09_09_45,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__09_09_45.npz,1079,0
2018-12-20/09_15_00,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__09_15_00.npz,1146,0
2018-12-20/09_24_00,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__09_24_00.npz,1152,0
2018-12-20/09_48_11,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-20__09_48_11.npz,1428,0
2018-12-25/08_44_40,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-25__08_44_40.npz,1420,0
2018-12-25/08_51_51,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-25__08_51_51.npz,1595,0
2018-12-26/08_53_50,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-26__08_53_50.npz,1133,0
2018-12-26/08_57_28,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-26__08_57_28.npz,592,0
2018-12-26/09_00_35,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-26__09_00_35.npz,1134,0
2018-12-26/09_04_28,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-26__09_04_28.npz,302,61
2018-12-26/09_06_38,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-26__09_06_38.npz,1211,0
2018-12-26/09_10_31,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-26__09_10_31.npz,1326,0
2018-12-26/09_15_44,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-26__09_15_44.npz,2014,0
2018-12-26/09_24_37,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-26__09_24_37.npz,1351,129
2018-12-26/09_44_29,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-26__09_44_29.npz,711,0
2018-12-26/09_52_44,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-26__09_52_44.npz,392,0
2018-12-26/09_57_56,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-26__09_57_56.npz,1037,0
2018-12-26/17_34_44,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-26__17_34_44.npz,800,0
2018-12-27/08_37_46,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__08_37_46.npz,872,0
2018-12-27/08_40_59,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__08_40_59.npz,563,0
2018-12-27/08_42_11,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__08_42_11.npz,457,0
2018-12-27/08_54_56,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__08_54_56.npz,360,0
2018-12-27/08_55_33,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__08_55_33.npz,462,0
2018-12-27/08_56_36,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__08_56_36.npz,410,0
2018-12-27/08_57_51,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__08_57_51.npz,408,60
2018-12-27/09_01_48,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__09_01_48.npz,267,0
2018-12-27/09_03_21,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__09_03_21.npz,268,0
2018-12-27/09_04_46,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__09_04_46.npz,269,0
2018-12-27/09_06_32,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__09_06_32.npz,231,0
2018-12-27/09_30_59,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__09_30_59.npz,1552,0
2018-12-27/09_36_06,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__09_36_06.npz,1658,0
2018-12-27/09_46_16,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-27__09_46_16.npz,1933,0
2018-12-28/08_13_51,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-28__08_13_51.npz,2135,405
2018-12-28/08_17_25,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-28__08_17_25.npz,148,0
2018-12-28_oncesi_loglar/sess009/log001,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-28_oncesi_loglar__sess009__log001.npz,410,0
2018-12-28_oncesi_loglar/sess010/log004,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-28_oncesi_loglar__sess010__log004.npz,284,0
2018-12-31/11_05_14,ok,D:\UAV\data\processed\p2\aligned_npz\2018-12-31__11_05_14.npz,1856,193
2019-01-01/14_39_39,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-01__14_39_39.npz,301,0
2019-01-01/14_44_02,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-01__14_44_02.npz,375,0
2019-01-01/15_35_34,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-01__15_35_34.npz,214,0
2019-01-01/15_37_30,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-01__15_37_30.npz,238,0
2019-01-01/15_39_02,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-01__15_39_02.npz,329,33
2019-01-03/07_45_20,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-03__07_45_20.npz,858,534
2019-01-03/08_09_31,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-03__08_09_31.npz,308,0
2019-01-04/08_01_09,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__08_01_09.npz,286,44
2019-01-04/08_35_09,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__08_35_09.npz,782,28
2019-01-04/08_41_03,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__08_41_03.npz,1747,32
2019-01-04/08_48_19,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__08_48_19.npz,255,34
2019-01-04/08_52_38,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__08_52_38.npz,2552,1229
2019-01-04/09_01_28,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__09_01_28.npz,338,167
2019-01-04/09_03_36,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__09_03_36.npz,294,155
2019-01-04/09_05_55,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__09_05_55.npz,265,141
2019-01-04/09_10_41,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__09_10_41.npz,2128,64
2019-01-04/09_17_44,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__09_17_44.npz,224,0
2019-01-04/09_20_06,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__09_20_06.npz,207,0
2019-01-04/09_22_14,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__09_22_14.npz,355,172
2019-01-04/09_24_22,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__09_24_22.npz,405,42
2019-01-04/sess003/log001,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__sess003__log001.npz,402,0
2019-01-04/sess003/log002,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-04__sess003__log002.npz,550,0
2019-01-07/07_29_12,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-07__07_29_12.npz,2447,84
2019-01-07/07_37_38,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-07__07_37_38.npz,2275,0
2019-01-07/07_45_18,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-07__07_45_18.npz,1195,0
2019-01-07/07_50_14,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-07__07_50_14.npz,905,0
2019-01-07/07_53_55,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-07__07_53_55.npz,1808,0
2019-01-07/07_59_38,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-07__07_59_38.npz,1497,0
2019-01-07/08_08_23,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-07__08_08_23.npz,2770,0
2019-01-07/08_16_37,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-07__08_16_37.npz,813,0
2019-01-07/08_21_01,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-07__08_21_01.npz,1627,0
2019-01-07/08_27_59,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-07__08_27_59.npz,2343,0
2019-01-07/08_35_59,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-07__08_35_59.npz,1089,146
2019-01-07/08_40_52,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-07__08_40_52.npz,895,79
2019-01-08/07_56_17,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-08__07_56_17.npz,2797,0
2019-01-08/08_08_14,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-08__08_08_14.npz,1687,0
2019-01-08/08_16_07,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-08__08_16_07.npz,2319,0
2019-01-08/08_25_04,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-08__08_25_04.npz,900,0
2019-01-08/08_30_41,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-08__08_30_41.npz,1588,73
2019-01-08/08_39_45,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-08__08_39_45.npz,825,0
2019-01-08/08_45_03,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-08__08_45_03.npz,694,0
2019-01-08/08_52_50,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-08__08_52_50.npz,994,0
2019-01-08/08_56_03,ok,D:\UAV\data\processed\p2\aligned_npz\2019-01-08__08_56_03.npz,2624,0
